报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,客户存款和同业存放款项净增加额,吸收的存款,同业及其他金融机构存放款净增加额,拆入资金收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,收回存放同业及其他金融机构净额,收回拆出资金收到的现金,汇兑净收益收到的现金,贵金属现金流入,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,利息收入收到的现金,手续费收入收到的现金,金融企业往来收入收到的现金,证券投资收到的现金,保证金流入的现金,收回的委托资金净额,收回的已于以前年度核销的贷款及应收款项,基金管理费收入收到的现金,销售商品、提供劳务收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,偿还中央银行借款,拆出资金支付的现金,偿还同业及其他金融机构拆入净额,贵金属现金流出,卖出回购证券到期回购支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,利息支出支付的现金,手续费支出支付的现金,金融企业往来支出支付的现金,证券投资支付的现金,以现金支付的营业费用,委托资金减少支付的现金,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益所收到的现金,分得股利或利润收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,处置子公司及其他营业单位收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购建固定资产、无形资产和其他长期资产所支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,借款所收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,发生筹资费用支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20031231,,11455481.17,,,,148050000.0,36000000.0,,,,,,,-775519.16,18755488.63,15260249.51,3495239.12,179692.97,32845849.1,,,,,54343775.5,,,430872778.02,731727546.23,,,,,,,,,,,14221075.06,14166700.06,54375.0,22401336.66,,,,7295992.37,3257077.27,14026120.97,458922719.56,520124321.89,211603224.34,,33578933.94,17921416.05,,,,2489126.4,53989476.39,59979843.13,,,20719941.27,,2669362.49,83369146.89,-29379670.5,,400000.0,56940000.0,,97461.51,57437461.51,127940000.0,,1098371.34,,,129038371.34,-71600909.83,,110622644.01,130169844.18,19547200.17,,,19547200.17,130169844.18,定期报告,是,20040423,CNY,合并期末,2020-03-13T14:53:05
20030930,,-14110893.1,,,,150700000.0,,,,,,,,-987597.95,7115251.44,4398876.12,2716375.32,112381.13,27468394.05,,,,,51519604.0,,,195943798.93,421946108.5,,,,,,,,,,,11772074.92,11772074.92,,14083793.1,,,,,3186281.79,12537573.96,235672726.32,277252450.09,144693658.41,,3578933.94,,,,,,3578933.94,60579843.13,,,2316628.24,,,62896471.37,-59317537.43,,,26940000.0,,11026.81,26951026.81,97940000.0,,1468624.87,,,99408624.87,-72457598.06,,12918522.92,32465723.09,19547200.17,,,19547200.17,32465723.09,定期报告,未审计,20031022,CNY,合并期末,2020-03-13T14:53:05
20030630,,-10832497.92,,,,148500000.0,,,,,,,,-1031144.08,3416061.43,1414956.71,2001104.72,77712.38,27691335.82,,,,,26026274.0,,,128406937.26,326267538.89,,,,,,,,,,,6497312.85,6497312.85,,4804900.67,,,,25075243.56,1637939.9,6504647.66,282702028.64,327222073.28,-954534.39,,3578933.94,,,,,,3578933.94,19980000.0,,,1430080.24,,,21410080.24,-17831146.3,,,26940000.0,,,26940000.0,,,554450.17,,,554450.17,26385549.83,,7599869.14,27147069.31,19547200.17,,,19547200.17,27147069.31,定期报告,未审计,20030821,CNY,合并期末,2020-03-13T14:53:05
20030331,,-703003.71,,,,140000000.0,,,,,,,,27753.6,1488960.82,833960.82,655000.0,12187.01,-1649320.28,,,,,,,,22300000.0,170754622.44,,,,,,,,,,,3566294.87,3566294.87,,1279765.41,,,,373463.96,1177651.07,474310.88,153729870.0,160601356.19,10153266.25,,,3582133.94,,,,,3582133.94,,,,802120.0,,,802120.0,2780013.94,,,,,,,,,,,,,,,12933280.19,32480480.36,19547200.17,,,19547200.17,32480480.36,定期报告,未审计,20030418,CNY,合并期末,2020-03-13T14:53:05
20021231,,16334008.16,-27327837.47,-27327837.47,,95800000.0,,,,,,,,-4213360.42,7731240.45,7726240.45,5000.0,947876.71,171504846.19,,-30377402.27,,,,,2730000.0,27717443.42,265948604.61,,,,,,,,,,,20192348.14,20192348.14,,14533318.33,,,,,4054918.31,4810307.07,601214829.48,644805721.33,-378857116.72,,81401089.48,7024310.88,,47131000.0,,,135556400.36,,,,,,,,135556400.36,,,,,,,,,,,,,,,-168462657.05,19546200.17,627978482.69,439969625.47,,627978482.69,459515825.64,定期报告,是,20030418,CNY,合并期末,2020-03-13T14:53:05
20020630,,1469105.25,-27854694.48,-27854694.48,,100000000.0,-2000000.0,,,,,,,15889443.74,6131779.06,6126779.06,5000.0,675970.59,118868926.79,,-32057402.27,,,7330435.54,,2730000.0,143822889.54,339906927.8,,,,,,,,,,,14929105.95,14929105.95,,6432219.33,,,,3343896.26,2036754.41,2999083.86,479307136.44,509048196.25,-169141268.45,,80905160.4,3850.52,,,,,80909010.92,7625856.09,,,111445.47,,,7737301.56,73171709.36,,,,,,,2350000.0,,,,,2350000.0,-2350000.0,,-98319559.09,89689298.13,627978482.69,439969625.47,,627978482.69,529658923.6,定期报告,未审计,20020815,CNY,合并期末,2020-03-13T14:53:05
20011231,,17741853.86,-23992590.13,-23992590.13,,-103400000.0,13463469.15,,,,,,,53177671.04,42447620.04,11059965.87,31387654.17,9987607.91,26234738.99,,5969112.92,,,55471953.24,,,148249151.89,380044077.19,,,,,,,,,,,33177574.81,31407602.97,1769971.84,10736262.65,,,,1916071.44,12143312.53,52813897.23,106245539.51,244067916.13,135976161.06,,7916844.0,1517070.0,,3084814.53,,29120939.3,41639667.83,2550000.0,,,8071587.54,,656156.77,11277744.31,30361923.52,,,44663500.0,,,44663500.0,49600000.0,,18571160.46,,4043234.38,72214394.84,-27550894.84,,138787189.74,627978482.69,489191292.95,,,489191292.95,627978482.69,其他,是,20020419,CNY,合并期末,2020-03-13T14:53:05
20010630,,9779774.12,-31306453.63,-31306453.63,,-100400000.0,14275672.34,,,,,,,53186512.39,26769526.51,4740000.0,22029526.51,5204793.21,-66348263.5,,16735911.66,,,35805631.49,,,205309583.88,222210711.3,,,,,,,,,,,13537097.68,12551586.68,985511.0,3714741.85,,,,28438996.8,5051739.31,21038031.06,65272157.6,137052764.3,85157947.0,,,9674567.24,,,,,9674567.24,1500000.0,,,5980631.01,,,7480631.01,2193936.23,,,7463500.0,,,7463500.0,6000000.0,,2263006.31,,,8263006.31,-799506.31,,86552376.92,576131516.52,489579139.6,,,489579139.6,576131516.52,定期报告,未审计,20010821,CNY,合并期末,2020-03-13T14:53:05
20001231,,10386349.1,36431825.89,36431825.89,,31700000.0,-92296575.0,,,,,,,116532591.13,73673358.88,16833977.35,56839381.53,5686185.8,-44906683.25,,8478011.39,,,79007684.44,,1671000.0,92138363.6,611701679.27,31668800.17,,,,,,,,,,26453801.15,23751987.44,2701813.71,1194296.31,,,,129107091.99,10837148.86,54585857.05,83932678.03,337779673.56,273922005.71,,,13211733.54,,51356.47,,,13263090.01,5645000.0,,,17401410.15,,1338421.08,24384831.23,-11121741.22,,1200000.0,51750000.0,,,52950000.0,23500000.0,,2346133.61,,,25846133.61,27103866.39,,289904130.88,489579139.6,199675008.72,,,199675008.72,489579139.6,其他,是,20010418,CNY,合并期末,2020-03-13T14:53:05
20000630,,15198701.56,-11591653.25,-11591653.25,,48000000.0,-7630610.22,,,,,,,34707788.45,31454092.76,835755.93,30618336.83,1008380.18,-263579.0,,2291799.22,,,49865023.75,,,44694718.35,378449483.23,,,,,,,,,,,18039459.85,16567504.26,1471955.59,32959.65,,,,4936282.94,5173554.6,27458109.16,125288436.56,180928802.76,197520680.47,,,15170441.95,,401356.45,,1300000.0,16871798.4,,,,3109767.3,,8790343.0,11900110.3,4971688.1,,,10000000.0,,,10000000.0,1140000.0,,385047.71,,,1525047.71,8474952.29,,210967320.86,410764412.69,199797091.83,,,199797091.83,410764412.69,其他,未审计,20000722,CNY,合并期末,2020-03-13T14:53:05
19991231,,-13596370.2,-4550855.68,-4550855.68,,-23644000.0,-58312000.0,,,,,,,31277812.38,48704794.89,13090670.27,35614124.62,1098524.0,3300676.94,,-20784807.42,,,65465101.55,,6882045.43,52173517.08,316894083.71,1593503.0,,,,,,,,,,22846817.34,20999670.09,1847147.25,12012027.76,,,,55255023.74,11846483.82,40746115.84,27864535.7,261681882.2,55212201.51,,,,,,,,,,,,13772532.2,,,13772532.2,-13772532.2,,,12600000.0,,,12600000.0,15568700.0,,4990774.06,,,20559474.06,-7959474.06,,33480195.25,199797091.83,166316896.58,,,166316896.58,199797091.83,其他,是,20000226,CNY,合并期末,2020-03-13T14:53:05
19990630,,562589.6,,,,-8344000.0,106415367.26,,,,,,,,,,,,,,,,,,,,345127049.71,452155212.54,44867728.38,,,,,,,,,,,,,,,,,,7439798.11,18598175.82,248992258.8,329812309.06,122342903.48,,,1068951.3,,,,,1920294.9,,,,7086699.33,,,7086699.33,-5166404.43,,,,,,,1841700.0,,135135.2,,,1976835.2,-1976835.2,,115199663.85,281516560.43,166316896.58,,,166316896.58,281516560.43,其他,未审计,19990814,CNY,合并期末,2020-03-13T14:53:05
19981231,,20850057.84,,,,1346000.0,40404970.89,,,,,,,,32692336.83,,32692336.83,,,,,,,,,,659348003.99,754641369.55,-15583497.2,,,,,,,,,,62608116.13,,62608116.13,,,,,,13773201.07,38888495.59,614146785.78,793550577.34,-38909207.79,,5000000.0,6998810.5,,2161409.26,,354961.8,14515181.56,13606000.0,,,37936697.81,,7429.26,51550127.07,-37034945.51,,,,,350000.0,350000.0,37279300.0,,312113.52,,,37591413.52,-37241413.52,,-113185566.82,166346556.04,279532122.86,,,279532122.86,166346556.04,其他,是,19990128,CNY,合并期末,2020-03-13T14:53:05
19980630,,3583581.18,1902870.28,1902870.28,,-45493990.0,,,,,,,,,5258839.52,5258839.52,,,81335613.71,,,,,,,,99238914.78,145825829.47,-9473999.0,,,32962608.38,,,,,,,8968040.83,8968040.83,,,124919262.53,,,,4561848.7,13516963.87,73987764.15,249442489.46,-103616659.99,,,1501390.5,,1664250.0,,,3165640.5,,,,19300337.0,,,19300337.0,-16134696.5,,,9000000.0,,,9000000.0,4265000.0,,141026.16,,,4406026.16,4593973.84,,-115157382.65,156505740.21,271032122.86,10869000.0,11500000.0,282532122.86,167374740.21,其他,是,19980829,CNY,合并期末,2020-03-13T14:53:05
