报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,客户存款和同业存放款项净增加额,吸收的存款,同业及其他金融机构存放款净增加额,拆入资金收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,收回存放同业及其他金融机构净额,收回拆出资金收到的现金,汇兑净收益收到的现金,贵金属现金流入,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,利息收入收到的现金,手续费收入收到的现金,金融企业往来收入收到的现金,证券投资收到的现金,保证金流入的现金,收回的委托资金净额,收回的已于以前年度核销的贷款及应收款项,基金管理费收入收到的现金,销售商品、提供劳务收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,偿还中央银行借款,拆出资金支付的现金,偿还同业及其他金融机构拆入净额,贵金属现金流出,卖出回购证券到期回购支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,利息支出支付的现金,手续费支出支付的现金,金融企业往来支出支付的现金,证券投资支付的现金,以现金支付的营业费用,委托资金减少支付的现金,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益所收到的现金,分得股利或利润收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,处置子公司及其他营业单位收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购建固定资产、无形资产和其他长期资产所支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,借款所收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,发生筹资费用支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,,,,,,,,,,,,,,99410697.23,,,,,,,,,,,,548840812.48,648251509.71,-2351568161.67,,,,,,,,,,,,,,,,,,132268248.01,14047.12,4436531908.03,2217246041.49,-1568994531.78,,9226852744.14,,,300.0,,,9226853044.14,13760575957.86,,,5516799.27,,,13766092757.13,-4539239712.99,,8981339290.1,,,,8981339290.1,,,,,13516654.19,13516654.19,8967822635.91,,2859588391.14,,,,,277218255.53,3136806646.67,定期报告,未审计,20241009,CNY,合并期末,2023-10-30T20:53:02
20230630,,,,,,,,,,,,,,,66063553.73,,,,,,,,,,,,527642986.78,593706540.51,-2768068161.68,,,,,,,,,,,,,,,,,,88860671.12,5834.91,4357377385.61,1678175729.96,-1084469189.45,,1681322566.74,,,300.0,,,1681322866.74,8760536257.86,,,3327755.56,,,8763864013.42,-7082541146.68,,8981339290.1,,,,8981339290.1,,,,,7608062.99,7608062.99,8973731227.11,,806720890.98,1083939146.51,277218255.53,,,277218255.53,1083939146.51,定期报告,是,20240809,CNY,合并期末,2023-07-27T19:03:02
20230331,,,,,,,,,,,,,,,30181643.02,,,,,,,,,,,,1631784.98,31813428.0,-2768068161.67,,,,,,,,,,,,,,,,,,53537576.15,2332.23,3063043515.75,348515262.46,-316701834.46,,691763727.66,,,,,,691763727.66,,,,471427.54,,,471427.54,691292300.12,,,,,,0.0,,,,,123082.46,123082.46,-123082.46,,374467383.2,,,,,277218255.53,651685638.73,定期报告,未审计,20240425,CNY,合并期末,2023-04-27T21:38:05
20221231,,,,,,,,,,,,,,,29646870.22,,,,,,,,,,,,209390989.4,239037859.62,-80000000.0,,,,,,,,,,,,,,,,,,125209987.04,13798350.52,72651030.43,131659367.99,107378491.63,,19325066.92,1886394.22,,,,,21211461.14,750001000.0,,,2147018.07,,,752148018.07,-730936556.93,,,,,,0.0,,,12000000.0,,12958780.8,24958780.8,-24958780.8,,-648516846.1,277218255.53,925735101.63,,,925735101.63,277218255.53,定期报告,是,20240425,CNY,合并期末,2023-04-27T21:38:05
20220930,,,,,,,,,,,,,,,30988826.02,,,,,,,,,,,,163640187.09,194629013.11,-80000000.0,,,,,,,,,,,,,,,,,,98985692.35,3457869.64,39795996.88,62239558.87,132389454.24,,15290326.77,1565025.0,,,,,16855351.77,750000000.0,,,450837.65,,,750450837.65,-733595485.88,,,,,,0.0,,,,,593466.75,593466.75,-593466.75,,-601799498.39,,,,,925735101.63,323935603.24,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T19:48:04
20220630,,,,,,,,,,,,,,,26391650.16,,,,,,,,,,,,30848385.41,57240035.57,-80000000.0,,,,,,,,,,,,,,,,,,71937959.12,3457869.64,28554089.04,23949917.8,33290117.77,,10000507.77,1477581.46,,,,,11478089.23,750000000.0,,,135775.72,,,750135775.72,-738657686.49,,,,,,0.0,,,,,420123.1,420123.1,-420123.1,,-705787691.82,219947409.81,925735101.63,,,925735101.63,219947409.81,定期报告,未审计,20230728,CNY,合并期末,2022-08-30T22:53:05
20220331,,,,,,,,,,,,,,,16656691.8,,,,,,,,,,,,25395848.67,42052540.47,,,,,,,,,,,,,,,,,,,49467238.9,2736067.94,11594056.86,63797363.7,-21744823.23,,,,,,,,0.0,500000000.0,,,24165.49,,,500024165.49,-500024165.49,,,,,,0.0,,,,,2276578.2,2276578.2,-2276578.2,,-524045566.92,,,,,925735101.63,401689534.71,定期报告,未审计,20230428,CNY,合并期末,2022-04-29T22:13:03
20211231,,,,,,,,,,,,,,,317846179.6,,,,,,,,,,,,54752883.82,372599063.42,,,,,,,,,,,,,,,,,,,111407464.86,12808318.07,100269002.83,224484785.76,148114277.66,,182040000.0,4736496.06,,275210.29,,,187051706.35,11612.73,,,72500.9,,,84113.63,186967592.72,,,,,,0.0,,,1883834.6,,7524154.8,9407989.4,-9407989.4,,325673880.98,925735101.63,600061220.65,,,600061220.65,925735101.63,定期报告,是,20230428,CNY,合并期末,2022-04-29T22:13:03
20210930,,,,,,,,,,,,,,,251439262.53,,,,,,,,,,,,48287417.46,299726679.99,,,,,,,,,,,,,,,,,,,86167711.8,11725207.8,82815978.2,180708897.8,119017782.19,,186706304.28,1461995.64,,275210.29,,,188443510.21,,,,49954.87,,,49954.87,188393555.34,,,,,,0.0,,,1883834.6,,,1883834.6,-1883834.6,,305527502.93,,,,,600061220.65,905588723.58,定期报告,未审计,20221029,CNY,合并期末,2021-10-29T17:38:04
20210630,,,,,,,,,,,,,,,190616131.03,,,,,,,,,,,,12376183.1,202992314.13,,,,,,,,,,,,,,,,,,,61291687.75,5022727.35,52956537.85,119270952.95,83721361.18,,186696261.08,577815.68,,275210.29,,,187549287.05,,,,,,,0.0,187549287.05,,,,,,0.0,,,1883834.6,,,1883834.6,-1883834.6,,269386813.63,869448034.28,600061220.65,,,600061220.65,869448034.28,定期报告,未审计,20220831,CNY,合并期末,2021-08-30T17:43:03
20210331,,,,,,,,,,,,,,,36856106.93,,,,,,,,,,,,22608689.67,59464796.6,,,,,,,,,,,,,,,,,,,36231741.02,4057873.33,34773627.42,75063241.77,-15598445.17,,,70191.78,,27660.0,,,97851.78,,,,,,,0.0,97851.78,,,,,,0.0,,,,,,0.0,0.0,,-15500593.39,,,,,600061220.65,584560627.26,定期报告,未审计,20220430,CNY,合并期末,2021-04-29T19:43:03
20201231,,,,,,,,,,,,,,,314889994.55,,,,,,,,,,,,2426492481.65,2741382476.2,-537168000.68,,,,,,,,,,97713335.94,,,,,,,,135413080.72,619141.89,2567521406.74,2264098964.61,477283511.59,,43366004.61,9146689.2,,34600.0,,,52547293.81,,,,1113795.27,,,1113795.27,51433498.54,,,,,,0.0,,,125297492.08,,,125297492.08,-125297492.08,,403419518.05,600061220.65,196641702.6,,,196641702.6,600061220.65,定期报告,是,20220430,CNY,合并期末,2021-04-29T19:43:03
20200930,,,,,,,,,,,,,,,244498991.72,,,,,,,,,,,,2308040507.04,2552539498.76,-237168000.68,,,,,,,,,,39775519.71,,,,,,,,97658279.57,5782688.99,164494381.41,70542869.0,2481996629.76,,33637675.95,10521286.95,,3600.0,,,44162562.9,2282710000.0,,,1096341.29,,,2283806341.29,-2239643778.39,,,,,,0.0,,,,,258723483.82,258723483.82,-258723483.82,,-16370632.45,,,,,196641702.6,180271070.15,定期报告,未审计,20211030,CNY,合并期末,2020-10-30T17:43:03
20200630,,,,,,,,,,,,,,,199991983.22,,,,,,,,,,,,2306732672.09,2506724655.31,-172168000.68,,,,,,,,,,39775519.71,,,,,,,,69451676.81,3899713.44,97636643.11,38595552.39,2468129102.92,,33337198.32,10521286.95,,3600.0,,,43862085.27,2282710000.0,,,1096341.29,,,2283806341.29,-2239944256.02,,,,,,0.0,,,,,193923483.82,193923483.82,-193923483.82,,34261363.08,230903065.68,196641702.6,,,196641702.6,230903065.68,定期报告,未审计,20210831,CNY,合并期末,2020-08-31T02:13:02
20200331,,,,,,,,,,,,,,,160066295.04,,,,,,,,,,,,5889560.18,165955855.22,-107792041.64,,,,,,,,,,23367823.45,,,,,,,,39529841.45,2147960.41,36753839.52,-5992576.81,171948432.03,,33372600.47,9731.25,,,,,33382331.72,,,,232587.13,,,232587.13,33149744.59,,,,,,0.0,,,,,139000000.0,139000000.0,-139000000.0,,66098176.62,,,,,196641702.6,262739879.22,定期报告,未审计,20210430,CNY,合并期末,2020-04-30T05:18:02
20191231,,,,,,-2450000000.0,,,,,,,,,638256149.31,,,,,,,,,,,,3559562465.88,1747818615.19,-56913702.18,,,,,,,,,,231655575.52,,,,,,,,261172789.16,195077274.62,413517887.69,1044509824.81,703308790.38,,2386569161.09,52252636.2,,94773.87,,,2438916571.16,3611427007.13,,,10708284.41,,,3622135291.54,-1183218720.38,,,60240000.0,,,60240000.0,,,,,,0.0,60240000.0,,-419669930.0,196641702.6,616311632.6,,,616311632.6,196641702.6,定期报告,是,20210430,CNY,合并期末,2020-09-17T17:28:03
20190930,,,,,,-2043057007.73,,,,,,,,,674868700.75,,,,,,,,,,,,7024412081.08,5656223774.1,190210099.12,,,,,,,,,,327785905.21,,,,,,,,213978860.88,186548914.89,4849529412.51,5768053192.61,-111829418.51,,2300467708.05,46549938.8,,238000.0,,,2347255646.85,2660223407.71,,,7519101.42,,,2667742509.13,-320486862.28,,,,,62770000.0,62770000.0,,,,,34827165.02,34827165.02,27942834.98,,-404373445.81,,,,,616311632.6,211938186.79,定期报告,未审计,20201031,CNY,合并期末,2020-03-13T14:53:05
20190630,,,,,,-2450000000.0,,,,,,,,,572292805.94,,,,,,,,,,,,7041980592.56,5164273398.5,190210099.12,,,,,,,,,,288289238.55,,,,,,,,154261211.11,178634048.14,4646952937.41,5458347534.33,-294074135.83,,1925279087.15,46549938.8,,238000.0,,,1972067025.95,1729420415.44,,,5967584.21,,,1735387999.65,236679026.3,,,,,62770000.0,62770000.0,,,,,34827165.02,34827165.02,27942834.98,,-29452274.55,586859358.05,616311632.6,,,616311632.6,586859358.05,定期报告,未审计,20200831,CNY,合并期末,2020-03-13T14:53:05
20190331,,,,,,210000000.0,,,,,,,,,412359294.75,,,,,,,,,,,,231058821.15,853418115.9,68357678.0,,,,,,,,,,68935419.99,,,,,,,,95509609.4,101851202.23,961879452.45,1296533362.07,-443115246.17,,1533863920.82,6495147.0,,,,,1540359067.82,1599103561.64,,,1890898.7,,,1600994460.34,-60635392.52,,,,,60240000.0,60240000.0,,,,,35009075.79,35009075.79,25230924.21,,-478519714.48,,,,,616311632.6,137791918.12,定期报告,未审计,20200430,CNY,合并期末,2020-03-13T14:53:05
20181231,,,,,,2450000000.0,,,,,,,,,2767134538.34,,,,,,,,,,,,544414068.89,5761548607.23,4648392933.52,,,,,,,,,,736562012.45,,,,,,,18062578.47,376497145.42,1610676043.51,905406244.89,8295596958.26,-2534048351.03,,29865741717.48,90129357.99,,,,,29955871075.47,29537792513.61,,,18693604.12,,,29556486117.73,399384957.74,,,2649051109.72,,,2649051109.72,560000000.0,,2323827029.34,,,2883827029.34,-234775919.62,,-2369439312.91,616311632.6,2985750945.51,,,2985750945.51,616311632.6,定期报告,是,20200430,CNY,合并期末,2020-03-13T14:53:05
20180930,,,,,,3000000000.0,,,,,,,,,1564235962.39,,,,,,,,,,,,4236474340.77,8800710303.16,-498539249.23,,,,,,,,,,253659421.23,,,,,,,,328084880.81,1547466595.53,4475891349.27,6106562997.61,2694147305.55,,22645605456.54,81035470.1,,,,,22726640926.64,25191410659.89,,,11009882.79,,,25202420542.68,-2475779616.04,,,,,533660000.0,533660000.0,,,2278807466.0,,1391090122.58,3669897588.58,-3136237588.58,,-2917869899.07,,,,,2985750945.51,67881046.44,定期报告,未审计,20191031,CNY,合并期末,2020-03-13T14:53:05
20180630,,,,,,3000000000.0,,,,,,,,,1244622791.21,,,,,,,,,,,,3585983214.42,7830606005.63,1043384750.77,,,,,,,,,,172865513.68,,,,,,,,296894317.44,1493354726.35,3597863141.28,6604362449.52,1226243556.11,,19397172245.46,134924884.83,,,,,19532097130.29,21044556402.19,,,6444859.67,,,21051001261.86,-1518904131.57,,,,,620720000.0,620720000.0,,,2307427838.6,,582000000.0,2889427838.6,-2268707838.6,,-2561368414.06,424382531.45,2985750945.51,,,2985750945.51,424382531.45,定期报告,未审计,20190831,CNY,合并期末,2020-03-13T14:53:05
20180331,,,,,,1300000000.0,,,,,,,,,880044461.48,,,,,,,,,,,,722328188.43,2902372649.91,1527439003.97,,,,,,,,,,72842412.24,,,,,,,,264554290.16,993146749.94,758209687.72,3616192144.03,-713819494.12,,5805344503.64,47333331.78,,,,,5852677835.42,6849884714.97,,,4028911.2,,,6853913626.17,-1001235790.75,,,,,351260000.0,351260000.0,,,,,666300000.0,666300000.0,-315040000.0,,-2030095284.87,,,,,2985750945.51,955655660.64,定期报告,未审计,20190430,CNY,合并期末,2020-03-13T14:53:05
20171231,,,,,,,,,,,,,,,5873921085.73,,,,,,,,,,,,2202692256.06,8076613341.79,3401691322.31,,,,,,,,,,372435536.94,,,,,,,,466144313.56,1525523315.0,580778929.52,6346573417.33,1730039924.46,,30899116464.93,719917575.87,,,,,31619034040.8,33850439128.81,,,13890116.23,,,33864329245.04,-2245295204.24,,,1560150000.0,,,1560150000.0,210000000.0,,1242985890.6,,,1452985890.6,107164109.4,,-408091170.38,2985750945.51,3393842115.89,,,3393842115.89,2985750945.51,定期报告,是,20190430,CNY,合并期末,2020-03-13T14:53:05
20170930,,,,,,300000000.0,,,,,,,,,2321409337.21,,,,,,,,,,,,3155132257.48,5776541594.69,1433425463.89,,,,,,,,,,140387842.78,,,,,,,,437187058.29,1525372040.56,1565376959.53,5101749365.05,674792229.64,,19452563708.7,332748341.22,,,,,19785312049.92,21667554538.56,,,9986995.44,,,21677541534.0,-1892229484.08,,,,,201480000.0,201480000.0,,,1277600178.39,,142000000.0,1419600178.39,-1218120178.39,,-2435557432.83,,,,,3393842115.89,958284683.06,定期报告,未审计,20181031,CNY,合并期末,2020-03-13T14:53:05
20170630,,,,,,200000000.0,,,,,,,,,1686480560.8,,,,,,,,,,,,3182612132.7,5069092693.5,651425463.89,,,,,,,,,,118630852.81,,,,,,,,384220673.32,1266914456.96,1529459821.61,3950651268.59,1118441424.91,,13628607287.17,300469177.0,,,,,13929076464.17,15756863146.18,,,5607910.07,,,15762471056.25,-1833394592.08,,,,,85000000.0,85000000.0,,,1242985890.6,,142000000.0,1384985890.6,-1299985890.6,,-2014939057.77,1378903058.12,3393842115.89,,,3393842115.89,1378903058.12,定期报告,未审计,20180825,CNY,合并期末,2020-03-13T14:53:05
20170331,,,,,,,,,,,,,,,488746301.69,,,,,,,,,,,,846344888.26,1335091189.95,-1124963425.0,,,,,,,,,,30400000.0,,,,,,,,323937963.45,277000093.61,408040452.12,-85584915.82,1420676105.77,,7345504802.92,28748636.42,,,,,7374253439.34,9612956660.55,,,2117567.92,,,9615074228.47,-2240820789.13,,,280000000.0,,,280000000.0,91000000.0,,1242985890.6,,,1333985890.6,-1053985890.6,,-1874130573.96,,,,,3393842115.89,1519711541.93,定期报告,未审计,20180416,CNY,合并期末,2020-03-13T14:53:05
20161231,,,,,,,,,,,,,,,5221788863.31,,,,,,,,,,,,675321557.29,5897110420.6,800943425.0,,,,,,,,,,152502537.61,,,,,,,,291673735.92,1163114682.04,495082131.07,2903316511.64,2993793908.96,,14593359102.05,321832139.25,,,,,14915191241.3,21402487884.79,,,6434443.02,,,21408922327.81,-6493731086.51,,5025999962.42,1200000000.0,,,6225999962.42,,,628667006.67,,,628667006.67,5597332955.75,,2097395778.2,3393842115.89,1296446337.69,,,1296446337.69,3393842115.89,定期报告,是,20180208,CNY,合并期末,2020-03-13T14:53:05
20160930,,,,,,,,,,,,,,,1609642328.73,,,,,,,,,,,,1130803000.0,2740445328.73,-1154436001.67,,,,,,,,,,111308891.76,,111308891.76,,,,,,264443884.09,1099591620.61,389129206.12,710037600.91,2030407727.82,,8943603129.78,220446588.31,,,,,9164049718.09,11493846579.01,,,3312553.42,,,11497159132.43,-2333109414.34,,,,,,0.0,,,619461439.8,,,619461439.8,-619461439.8,,-922163126.32,,,,,1296446337.69,374283211.37,定期报告,未审计,20171013,CNY,合并期末,2020-03-13T14:53:05
20160630,,,,,,,,,,,,,,,1356579019.75,215722577.9,1140856441.85,,,,,,,,,,1130803000.0,2487382019.75,-738927084.09,,,,,,,,,,67158594.95,59042430.56,8116164.39,,,,,,235796830.19,803410289.6,201529997.24,568968627.89,1918413391.86,,5781502600.37,118168281.88,,,,,5899670882.25,7604645030.4,,,2730419.31,,,7607375449.71,-1707704567.46,,,,,,0.0,,,619461439.8,,,619461439.8,-619461439.8,,-408752615.4,887693722.29,1296446337.69,,,1296446337.69,887693722.29,定期报告,未审计,20170816,CNY,合并期末,2020-03-13T14:53:05
20160331,,,,,,,,,,,,,,,494370325.72,130077839.42,364292486.3,,,,,,,,,,,494370325.72,-535692084.09,,,,,,,,,,26549430.73,22272000.0,4277430.73,,,,,,195292052.49,150000000.0,109117216.3,-54733384.57,549103710.29,,2727984778.68,40275844.35,,,,,2768260623.03,2475325267.88,,,1936877.01,,,2477262144.89,290998478.14,,,,,,0.0,,,,,,0.0,0.0,,840102188.43,,,,,1296446337.69,2136548526.12,定期报告,未审计,20170425,CNY,合并期末,2020-03-13T14:53:05
20151231,,,,,,,,,,,,,,,2283326879.29,261023422.99,2022303456.3,,,,,,,,,,1267524538.37,3550851417.66,788120000.0,,,,,,,,,,9017444.45,777.78,9016666.67,,,,,,180339366.1,443458398.52,323438019.74,1744373228.81,1806478188.85,,11297096850.37,138136403.31,,,,,11435233253.68,15100881366.08,,,11264327.24,,,15112145693.32,-3676912439.64,,3107307681.9,,,,3107307681.9,,,317876844.6,,,317876844.6,2789430837.3,,918996586.51,1296446337.69,377449751.18,,,377449751.18,1296446337.69,定期报告,是,20170125,CNY,合并期末,2020-03-13T14:53:05
20150930,,,,,,,,,,,,,,,702295043.11,170329370.37,531965672.74,,,,,,,,,,52011000.0,754306043.11,550000000.0,,,,,,,,,,5717444.45,,5717444.45,,,,,,155680697.21,443458398.52,288029839.68,1442886379.86,-688580336.75,,4797746149.42,14287917.07,,,,,4812034066.49,6024278481.81,,,6603871.09,,,6030882352.9,-1218848286.41,,3107307681.9,,,,3107307681.9,,,317876844.6,,3026763.07,320903607.67,2786404074.23,,878975451.07,,,,,377449751.18,1256425202.25,定期报告,未审计,20161028,CNY,合并期末,2020-03-13T14:53:05
