报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向中央银行借款净增加额,客户存款和同业存放款项净增加额,收回存放同业及其他金融机构净额,拆入资金收到的现金,收回拆出资金收到的现金,销售商品、提供劳务收到的现金,收到的税费返还,手续费收入收到的现金,利息收入收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,金融企业往来收入收到的现金,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,保证金流入的现金,吸收的存款,同业及其他金融机构存放款净增加额,处置抵债资产收到的现金,汇兑净收益收到的现金,证券投资收到的现金,中间业务收入收到的现金,其他营业及营业外净收入收到的现金,贴现收到的现金,收回的委托资金净额,受托资产管理收到的现金净额,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,证券投资支付的现金,手续费支出支付的现金,利息支出支付的现金,金融企业往来支出支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,卖出回购证券到期回购支付的现金,以现金支付的营业费用,拆出资金支付的现金,支付利息、手续费及佣金的现金,存放中央银行款项净增加额,贵金属现金流出,支付的存款,存放同业及其他机构存款净增加额,偿还中央银行借款,减少同业及其他金融机构存放净额,贴现支付的现金,偿还同业及其他金融机构拆入净额,委托资金减少支付的现金,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,处置子公司及其他营业单位收到的现金,取得投资收益所收到的现金,取得债权投资利息收入收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,分得股利或利润收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,发行债券收到的现金,吸收投资所收到的现金,借款所收到的现金,发行次级债所收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,发生筹资费用支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,,,,62881816.6,7289843042.85,,,,,,,,,,,380208032.94,,,,,,,,,,,50829035.38,57593019740.6,,406237305.03,,259626917.79,766406775.69,,,1818407646.98,,,,,,,,1881010209.91,,,,333099595.36,,,,,,103141111.1,56571893115.23,1021126625.37,,,,,,,,,0.0,235670953.67,,,,,,235670953.67,-235670953.67,,,,,,,0.0,1000000000.0,1302076718.7,,,2547388.77,2305839486.29,-2305839486.29,21270216.46,-1499113598.13,,,,,3279971646.92,1780858048.79,定期报告,未审计,20241029,CNY,合并期末,2023-10-27T20:46:04
20230630,,,,,50605852.05,8416344835.45,,3632535703.38,,,,,,,,,264109506.82,,,,,,,,,,,34579793.76,40126623870.59,,319699972.87,37671817327.4,205505345.88,552150879.52,,,1243557973.41,,,,,,,,1277634336.76,,,,319699972.87,,,,,,64436405.66,40176769915.76,-50146045.17,,,,,,,,,0.0,216331674.78,,,,,,216331674.78,-216331674.78,,,,,,,0.0,1000000000.0,1258876718.7,,,2196632.77,2261766558.01,-2261766558.01,23366435.23,-2504877842.73,775093804.19,3279971646.92,,,3279971646.92,775093804.19,定期报告,未审计,20240817,CNY,合并期末,2023-08-18T18:56:05
20230331,,,,,35236154.84,5477395371.71,,1746532329.83,,,,,,,,,165670075.85,,,,,,,,,,,15446610.27,20225994301.12,,319699878.63,19364625186.59,143712522.58,250929858.77,,,634972905.95,,,,,,,,634972905.95,,,,319699878.63,,,,,,37770503.93,20762251444.84,-536257143.72,,,,,,,,,0.0,96246010.36,,,,,,96246010.36,-96246010.36,,,,,,,0.0,1000000000.0,30500000.0,,,51921.04,1030692095.24,-1030692095.24,-3452732.71,-1666647982.03,,,,,3279971646.92,1613323664.89,定期报告,未审计,20240427,CNY,合并期末,2023-04-21T19:46:04
20221231,,,,,16699988.81,9144518060.25,,7095809748.16,,,,,,,,,1493548385.07,,,,,,,,,,,71869000.71,68460341727.3,,550483575.0,64180970825.32,270876908.41,953878096.94,,,2429495729.22,,,,,,,,2429495729.22,,,,,,,,,,164339084.83,68673811551.02,-213469823.72,,,,,,77530.0,,,77530.0,202021816.07,,,,,,202021816.07,-201944286.07,,1500000000.0,,,,,1500000000.0,500000000.0,1354456036.7,,,5196630.63,1860736722.49,-360736722.49,5467754.6,-770683077.68,3279971646.92,4050654724.6,,,4050654724.6,3279971646.92,定期报告,是,20240427,CNY,合并期末,2023-04-21T20:46:04
20220930,,,,,23450357.32,7090218465.68,,5215795278.41,,35221993.64,,,,,,35221993.64,946675984.9,,,,,,,,,,,46733819.17,51578820263.07,,90041026.93,51221455927.64,218017147.43,739081917.18,,,1972732021.85,,,,,,,,1972732021.85,90041026.93,,,,,,,,,120977141.4,54427887157.22,-2849066894.15,,,,,,77530.0,,,77530.0,134957701.81,,,,,,134957701.81,-134880171.81,,1500000000.0,,,,,1500000000.0,500000000.0,1261459782.7,,,3635640.39,1765747057.87,-265747057.87,4281196.35,-3245412927.48,,,,,4050654724.6,805241797.12,定期报告,未审计,20231028,CNY,合并期末,2022-10-28T19:16:02
20220630,,,,,14829511.38,7771860317.41,,3372909333.08,,16814259.04,,,,,,16814259.04,675826616.5,,,,,,,,,,,26468038.22,36636076226.63,,142612640.74,35450475058.07,170571238.42,549249936.67,,,1344879228.95,,,,,,,,1344879228.95,127783129.36,,,,,,,,,81683959.2,37787140069.91,-1151063843.28,,,,,,77530.0,,,77530.0,70475359.85,,,,,,70475359.85,-70397829.85,,,,,,,0.0,500000000.0,1261459782.7,,,221362.4,1762238239.68,-1762238239.68,5514257.48,-2978185655.33,1072469069.27,4050654724.6,,,4050654724.6,1072469069.27,定期报告,未审计,20230819,CNY,合并期末,2022-08-18T22:16:05
20220331,,,,,5566173.89,2446721452.3,,1581172500.55,,11277214.64,,,,,,11277214.64,349330292.37,,,,,,,,,,,16297696.34,16461999667.37,,,16490622243.0,126839299.19,166245502.94,,,704935144.65,,,,,,,,704935144.65,,,,,,,,,,49926320.63,17645043872.7,-1183044205.33,,,,,,55000.0,,,55000.0,16193541.28,,,,,,16193541.28,-16138541.28,,,,,,,0.0,,30494944.93,,,55677.91,30630156.84,-30630156.84,5011942.56,-1224800960.89,,,,,4050654724.6,2825853763.71,定期报告,未审计,20230422,CNY,合并期末,2022-04-21T21:01:03
20211231,,,,,33625665.41,12931857762.66,,6755675581.13,,233760101.26,,,,,,233760101.26,2233987800.55,,,,,,,,,,,55568226.16,62316674225.91,,1185937978.63,56454463760.09,238077192.64,889148790.22,,,2171363855.97,,,,,,,,2171363855.97,1185937978.63,,,,,,,,,148430174.33,61289273552.26,1027400673.65,,,,,,,,,0.0,193677166.37,,,,,,193677166.37,-193677166.37,,8995283018.87,,,,,8995283018.87,5092568000.0,1311722053.61,,,12495220.72,6417179089.89,2578103928.98,8828540.07,3420655976.33,4050654724.6,629998748.27,,,629998748.27,4050654724.6,定期报告,是,20230422,CNY,合并期末,2022-04-21T21:01:03
20210930,,,,,4349820.41,13406647971.4,,4729279937.6,,216876863.24,,,,,,216876863.24,1780653193.62,,,,,,,,,,,38425274.96,50029237270.73,,,43490496129.98,192870674.54,716632254.69,,,1598578357.48,,,,,,,,1598578357.48,,,,,,,,,,108652367.58,46240585398.09,3788651872.64,,,,,,,,,0.0,169293443.01,,,,,,169293443.01,-169293443.01,,4000000000.0,,,,,4000000000.0,5092568000.0,1231449986.79,,,7803279.76,6331821266.55,-2331821266.55,-3847644.04,1283689519.04,,,,,629998748.27,1913688267.31,定期报告,未审计,20221029,CNY,合并期末,2021-10-20T19:21:03
20210630,,,,,,13296402072.8,,3031697742.35,,186283546.34,,,,,,186283546.34,1272268020.91,,,,,,,,,,,24861800.55,36598382209.02,,19089033.88,32180353179.34,152954923.6,547223683.37,,,977243589.66,,,,,,,,977243589.66,19089033.88,,,,,,,,,73313255.65,34083533279.32,2514848929.7,,,,,,,,,0.0,25134918.14,,,,,,25134918.14,-25134918.14,,4000000000.0,,,,,4000000000.0,5092568000.0,1228696728.63,,,7738947.99,6329003676.62,-2329003676.62,-1220649.55,159489685.39,789488433.66,629998748.27,,,629998748.27,789488433.66,定期报告,未审计,20220819,CNY,合并期末,2021-08-19T18:56:03
20210331,,,,,,5066457351.0,,1422296418.77,,148472939.6,,,,,,148472939.6,543416322.44,,,,,,,,,,,9062830.87,16335892672.76,,6610667.45,13794231302.74,115123015.32,156439564.64,,,452713489.41,,,,,,,,452713489.41,6610667.45,,,,,,,,,42617758.09,14636858932.5,1699033740.26,,,,,,,,,0.0,14939647.14,,,,,,14939647.14,-14939647.14,,,,,,,0.0,1048496000.0,86915627.91,,,135455.88,1135547083.79,-1135547083.79,-5.42,548547003.91,,,,,629998748.27,1178545752.18,定期报告,未审计,20220422,CNY,合并期末,2021-04-27T17:16:03
20201231,,,,,,7488350132.0,,5569557303.45,,432283709.88,,,,,,432283709.88,1707558146.14,,,,,,,,,,,36391764.3,45247935058.43,,299632313.74,43288494775.5,146830727.02,736733807.71,,,1640445572.11,,,,,,,,1640445572.11,299632313.74,,,,,,,,,150803494.08,46327603886.2,-1079668827.77,,,,,,55800.0,,,55800.0,44280190.88,,,,,,44280190.88,-44224390.88,,3000000000.0,,,,,3113432228.84,450633000.0,1039415776.31,,,5883875.01,1661060007.76,1452372221.08,,328479002.43,629998748.27,301519745.84,,,301519745.84,629998748.27,定期报告,是,20220422,CNY,合并期末,2021-03-24T20:26:04
20200930,,,,,,8519420132.0,,4103061890.35,,351268850.77,,,,,,351268850.77,1275318621.79,,,,,,,,,,,22664480.26,36312829111.24,,289594537.03,32870178585.23,112955991.86,577204882.35,,,1200686509.61,,,,,,,,1200686509.61,289594537.03,,,,,,,,,118436657.87,35222547531.99,1090281579.25,,,,,,15800.0,,,15800.0,27326500.36,,,,,,27326500.36,-27310700.36,,1000000000.0,,,,,1113432228.84,278881000.0,1035482164.13,,,2870351.82,1482360872.39,-368928643.55,,694042235.34,,,,,301519745.84,995561981.18,定期报告,未审计,20211021,CNY,合并期末,2020-10-29T19:56:03
20200630,,,,,,7350922132.0,,2576293571.97,,273810209.74,,,,,,273810209.74,868246446.5,,,,,,,,,,,17252829.55,24994232257.44,,278237562.8,22952034964.04,79490977.07,421316471.1,,,809846302.38,,,,,,,,809846302.38,278237562.8,,,,,,,,,66772622.9,24657138055.83,337094201.61,,,,,,15800.0,,,15800.0,12740964.01,,,,,,12740964.01,-12725164.01,,1000000000.0,,,,,1113432228.84,164115000.0,1029954932.15,,,2400800.88,1361598089.47,-248165860.63,,76203176.97,377722922.81,301519745.84,,,301519745.84,377722922.81,定期报告,未审计,20210820,CNY,合并期末,2020-08-19T21:16:03
20200331,,,,,1983691.02,1950922132.0,,1154224657.31,,147881979.8,,,,,,147881979.8,382312811.4,,,,,,,,,,,9712306.0,9888242747.6,,,9889533758.08,47682520.75,127115609.21,,,411911994.41,,,,,,,,411911994.41,,,,,,,,,,20444624.83,10530006320.28,-641763572.68,,,,,,,,,0.0,7250605.51,,,,,,7250605.51,-7250605.51,,1000000000.0,,,,113432228.84,1113432228.84,92511000.0,62067299.29,,,1943206.13,321648861.86,791783366.98,,142769188.79,,,,,301519745.84,444288934.63,定期报告,未审计,20210428,CNY,合并期末,2020-04-30T05:16:03
20191231,,,,,,7757078127.0,,4630910998.27,,424638015.05,,,,,,424638015.05,1433610727.81,,,,,,,,,,,29381376.49,38339789635.8,,1859247.96,34573323401.78,170942609.01,730425707.53,,,1508570535.47,,,,,,,,1508570535.47,1859247.96,,,,,,,,,111712722.07,37118889316.93,1220900318.87,,,,,,,,,0.0,41832616.93,,,,,,41832616.93,-41832616.93,,2390000000.0,,,,,2390000000.0,2847579590.27,943317678.86,,,10237683.59,3801134952.72,-1411134952.72,,-232067250.78,301519745.84,533586996.62,,,533586996.62,301519745.84,定期报告,是,20210325,CNY,合并期末,2020-04-30T05:16:03
20190930,,,,,,6670258739.0,,3423716897.7,,327701150.05,,,,,,327701150.05,1023996824.81,,,,,,,,,,,21209984.06,29772072635.65,,1810221.54,26623291552.38,93765306.4,588715297.65,,,1117941153.92,,,,,,,,1117941153.92,1810221.54,,,,,,,,,71534454.32,28516778815.32,1255293820.33,,,,,,,,,0.0,28553305.47,,,,,,28553305.47,-28553305.47,,2390000000.0,,,,,2390000000.0,2322920590.27,931145821.31,,,9677635.21,3263744046.79,-873744046.79,,352996468.07,,,,,533586996.62,886583464.69,定期报告,未审计,20201030,CNY,合并期末,2020-03-13T14:56:25
20190630,,,,,,2998304445.0,,2198547781.56,,212442506.45,,,,,,212442506.45,706378126.32,,,,,,,,,,,11173753.71,17504181450.35,,1806426.2,16829693137.15,62643413.83,452005856.35,,,684959647.5,,,,,,,,684959647.5,1806426.2,,,,,,,,,48230378.56,18081020007.7,-576838557.35,,,,,,,,,0.0,18110497.1,,,,,,18110497.1,-18110497.1,,2390000000.0,,,,,2390000000.0,780590.27,827691028.31,,,7067163.26,835538781.84,1554461218.16,,959512163.71,1493099160.33,533586996.62,,,533586996.62,1493099160.33,定期报告,未审计,20200820,CNY,合并期末,2020-03-13T14:56:25
20190331,,,,,,2305217469.0,,1000175012.39,,136156373.0,,,,,,136156373.0,363327385.26,,,,,,,,,,,3154084.14,9120600310.04,,1697430.68,8854903700.25,28763394.41,99193422.72,,,367687533.25,,,,,,,,367687533.25,1697430.68,,,,,,,,,18951593.46,9372090195.88,-251489885.84,,,,,,,,,0.0,15148524.73,,,,,,15148524.73,-15148524.73,,,,,,,0.0,780590.26,55010821.33,,,899969.81,56691381.4,-56691381.4,,-323329791.97,,,,,533586996.62,210257204.65,定期报告,未审计,20200430,CNY,合并期末,2020-03-13T14:56:25
20181231,,,,,646475.0,,,3820323025.45,,642334221.96,,,,,,642334221.96,1219157903.33,,,,,,,,,,,44133142.58,26282044186.79,,,29762130239.33,122801909.57,367759935.78,,,1852731658.41,,,,,,,,1852731658.41,,,,,,,,1572479054.03,,84376550.76,33773128018.88,-7491083832.09,,65977867.71,,46865532.29,,44282617.0,,13152296.0,170278313.0,99265043.64,,,,,86262.4,99351306.04,70927006.96,,5000000000.0,3930186837.86,,,,8930186837.86,895683156.54,457249511.5,98851515.34,,12422910.95,1365355578.99,7564831258.87,,144674433.74,533586996.62,388912562.88,,,388912562.88,533586996.62,定期报告,是,20200430,CNY,合并期末,2020-03-13T14:56:25
20180930,,,,,538580.29,,,2785653775.82,,556080478.96,,,,,,556080478.96,943086296.17,,,,,,,,,,,38543546.32,19660812835.74,,,23995071336.77,66962020.89,367141039.65,,,1422547148.36,,,,,,,1482824865.03,1422547148.36,,,,,,,,,,62673625.44,27402996140.14,-7742183304.4,,65977867.71,,46865532.29,,44282617.0,,12014686.0,169140703.0,79258571.42,,,,,86262.4,79344833.82,89795869.18,,5000000000.0,3930186837.86,,,,8930186837.86,767820386.12,455571499.35,,,12094496.27,1235486381.74,7694700456.12,,42313020.9,,,,,388912562.88,431225583.78,定期报告,未审计,20191025,CNY,合并期末,2020-03-13T14:56:25
20180630,,,,,,,,1787947801.98,,427997956.96,,,,,,427997956.96,619868614.86,,,,,,,,,,,33077256.66,12638861233.88,,3219.38,17390338710.91,49295890.68,258111870.83,,,962808725.91,,,,,,,1877718567.66,962808725.91,3219.38,,,,,,,1877718567.66,,42836678.89,20585925938.26,-7947064704.38,,65977867.71,,46865532.29,,40831200.0,,12014686.0,165689286.0,12529461.42,,,,,81662.4,12611123.82,153078162.18,,5000000000.0,3930186837.86,,,,8930186837.86,579717344.98,386074143.3,27695959.22,,9994496.27,975785984.55,7954400853.31,,160414311.11,549326873.99,388912562.88,,,388912562.88,549326873.99,定期报告,未审计,20190809,CNY,合并期末,2020-03-13T14:56:25
20180331,,,,,73804.91,-977688353.33,,862955884.67,,209873368.44,,,,,,209873368.44,285322170.0,,,,,,,,,,,14860397.56,6006386202.98,,-73804.91,8895693820.7,23810917.04,51986027.9,,,477777590.84,,,,,,,,477777590.84,-73804.91,,,,,,,977688353.33,,22155267.67,10451361977.48,-4444975774.5,,65977867.71,,46865532.29,,,,7931566.0,120774966.0,8778129.04,,,,,,8778129.04,111996836.96,,1000000000.0,3930186837.86,,,,4930186837.86,233073939.72,11085883.26,,,5950195.31,250110018.29,4680076819.57,,347097882.03,,,,,388912562.88,736010444.91,定期报告,未审计,20190425,CNY,合并期末,2020-03-13T14:56:25
20171231,,,,,,7283745461.68,,3132665480.16,,692162717.0,,,,,,692162717.0,1058840845.5,,,,,,,,,,,27621417.44,38175621936.23,,441459.29,34899878152.69,78070152.04,501678243.47,,,1441242248.16,,,,,,,,1441242248.16,441459.29,,,,,,,,,62133934.35,37042055244.0,1133566692.23,,27307586.71,,2994292.8,,35000.0,,,30336879.51,95050002.33,,,,,14430730.0,109480732.33,-79143852.82,,3151868038.89,,,,,3151868038.89,3808075053.19,409815857.97,222083836.53,,4200000.0,4222090911.16,-1070222872.27,,-15800032.86,388912562.88,404712595.74,,,404712595.74,388912562.88,定期报告,是,20190425,CNY,合并期末,2020-03-13T14:56:25
20170930,,,,,,4961271647.01,,2343128894.11,,511328680.5,,,,,,511328680.5,780246962.8,,,,,,,,,,,20074207.76,30453866870.3,,273058.87,27860155084.6,45093558.08,404675417.94,,,1012008215.98,,,,,,,,1012008215.98,273058.87,,,,,,,,,58590382.93,29438591013.4,1015275856.9,,27307586.71,,2994292.8,,35000.0,,,30336879.51,86652108.67,,,,,9210000.0,95862108.67,-65525229.16,,3151868038.89,,,,,3151868038.89,3357989225.37,393854480.83,206122459.39,,2761970.13,3754605676.33,-602737637.44,,347012990.3,751725586.04,404712595.74,,,404712595.74,751725586.04,定期报告,是,20181026,CNY,合并期末,2020-03-13T14:56:25
20170630,,,,,,3264053518.34,,1543656611.84,,372268467.0,,,,,,372268467.0,583461535.0,,,,,,,,,,,8455890.71,23029034742.74,,321059.09,22478394724.3,30202239.77,312460373.6,,,642009865.61,,,,,,,,642009865.61,321059.09,,,,,,,,,37819897.78,23552063366.15,-523028623.41,,27307586.71,,2994292.8,,,,,30301879.51,74691738.92,,,,,,74691738.92,-44389859.41,,3151868038.89,,,,,3151868038.89,975268800.0,217341407.67,29609386.23,,2625000.0,1195235207.67,1956632831.22,,1389214348.4,1793926944.14,404712595.74,,,404712595.74,1793926944.14,定期报告,未审计,20180810,CNY,合并期末,2020-03-13T14:56:25
