报告日,营业总收入,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入_中间业务,手续费及佣金收入_中间业务,手续费及佣金支出_中间业务,中间业务净收入,中间业务收入,中间业务支出,委托管理资产业务净收入,净交易收入,衍生产品业务收入,汇兑收益,租赁收益,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,其他业务收入,资产处置收益,其他收益,营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,研发费用,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,不良资产处置损失专项准备,其他业务成本,营业利润,加：营业外收入,非流动资产处置利得,加：营业外支出,非流动资产处置损失,利润总额,减：所得税,含少数股东损益的净利润,持续经营净利润,终止经营净利润,少数股东损益,归属于母公司所有者的净利润,加:年初未分配利润,其他因素调整,可供分配的利润,盈余公积转入,一般风险准备转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,提取职工奖福基金,盈余公积补亏,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,持有至到期投资重分类为可供出售金融资产损益,其他债权投资公允价值变动,现金流量套期储备,金融资产重分类计入其他综合收益的金额,现金流量套期损益的有效部分,其他债权投资信用减值准备,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,18791935000.98,18791935000.98,484678939.09,803382357.04,318703417.95,581561078.3,,318703417.95,,,,,,,-3131428.55,,186119261.31,56047018.79,,,50301932.13,17467239895.79,18911.22,25146411.69,18098689928.83,18098689928.83,16150846.33,,,,,665254581.51,,-33331761.95,151476219.05,,17280734788.7,693245072.15,2114497.54,,4563640.51,,690795929.18,131714693.28,559081235.9,559081235.9,,,559081235.9,,,,,,,,,,,,,,,,,,,,35956660.56,35956660.56,,,,,,35956660.56,,,,,,,,,35956660.56,,595037896.46,595037896.46,,0.38,0.38,定期报告,未审计,20241030,CNY,合并期末,2023-10-26T18:56:05
20230630,11966034984.59,11966034984.59,323034477.51,516723837.81,193689360.3,349886076.32,,193689360.3,,,,,,,-2793455.98,,317720110.26,56036149.94,,,-66374994.63,11030791189.96,18911.22,13752669.93,11456257091.89,11456257091.89,10399589.85,,,,,462972345.08,,-47541815.36,115970774.49,,10903402602.33,509777892.7,2113595.27,,3350808.24,,508540679.73,96446512.98,412094166.75,412094166.75,,,412094166.75,5303610251.4,,5715704418.15,,,,,,,,,,,5715704418.15,,,203777777.84,,5511926640.31,43446921.11,43446921.11,,,,,,43446921.11,,,,,,,,,43446921.11,,455541087.86,455541087.86,,0.28,0.28,定期报告,未审计,20240828,CNY,合并期末,2023-08-23T21:41:15
20230331,5363285537.14,5363285537.14,171266259.49,261822032.08,90555772.59,156575476.88,,90555772.59,,,,,,,2511734.4,,264312276.05,40050268.49,,,-131085025.35,4887331238.97,17503.43,12356073.27,5109422370.58,5109422370.58,4694035.03,,,,,282358743.03,,-55564070.42,30797142.76,,4840621907.79,253863166.56,1204149.8,,1969314.52,,253098001.84,44731666.48,208366335.36,208366335.36,,,208366335.36,,,,,,,,,,,,,,,,,,,,-21918415.32,-21918415.32,,,,,,-21918415.32,,,,,,,,,-21918415.32,,186447920.04,186447920.04,,0.14,0.14,定期报告,未审计,20240426,CNY,合并期末,2023-04-26T21:51:04
20221231,34775401676.38,34775401676.38,640737894.07,955144173.1,314406279.03,786265461.23,,314406279.03,,,,,,,-19271086.39,,339446613.97,39966213.79,,,10204247.8,33005842643.9,986018.02,11189883.78,33935082886.63,33935082886.63,18707104.2,,,,,847929648.88,,62804306.21,557925490.33,,32423114591.0,840318789.75,34569053.13,,13173462.82,,861714380.06,189229179.84,672485200.22,672485200.22,,,672485200.22,5108132627.53,,5780617827.75,,,34531303.92,,34531303.92,,,,,,5711555219.91,,,407555555.68,,5303610251.4,101337427.23,101337427.23,-389412.83,,,-389412.83,,101726840.06,,,,,,,,,101726840.06,,773822627.45,773822627.45,,0.46,0.46,定期报告,是,20240426,CNY,合并期末,2023-04-26T22:16:03
20220930,28652442699.19,28652442699.19,427949132.63,657767277.47,229818144.84,626408997.13,,229818144.84,,,,,,,-17414700.75,,410169873.72,4095958.66,,,-97898967.72,27292439081.33,983009.68,9806273.17,28060336467.97,28060336467.97,13518652.29,,,,,672709860.93,,49242980.61,607175702.53,,26697643193.99,592106231.22,28359959.25,,8396465.65,,612069724.82,139547280.73,472522444.09,472522444.09,,,472522444.09,,,,,,,,,,,,,,,,,,,,117507215.55,117507215.55,,,,,,117507215.55,,,,,,,,,117507215.55,,590029659.64,590029659.64,,0.32,0.32,定期报告,未审计,20231027,CNY,合并期末,2022-10-26T21:56:03
20220630,19551137533.56,19551137533.56,271703188.83,391629964.25,119926775.42,422992763.9,,119926775.42,,,,,,,-17646646.19,,259965540.97,31704913.1,,,53535304.09,18555807382.23,977005.04,3802994.69,19159303463.54,19159303463.54,6813829.46,,,,,452769659.76,,52904225.68,364168816.32,,18269031215.14,391834070.02,7394248.03,,1507453.96,,397720864.09,81705758.51,316015105.58,316015105.58,,,316015105.58,5108132627.53,,5424147733.11,,,,,,,,,,,5424147733.11,,,407555555.68,,5016592177.43,51082148.85,51082148.85,,,,,,51082148.85,,,,,,,,,51082148.85,,367097254.43,367097254.43,,0.22,0.22,定期报告,未审计,20230824,CNY,合并期末,2022-08-25T21:06:05
20220331,7706617973.82,7706617973.82,155982842.94,222407297.84,66424454.9,214281160.1,,66424454.9,,,,,,,343074.93,,1332501.0,-37752876.04,,,-229281232.77,7562224704.84,45999.17,1688923.61,7657124936.53,7657124936.53,2913256.05,,,,,176295895.93,,23980482.89,69591897.78,,7377063974.97,49493037.29,5879046.67,,25490.21,,55346593.75,22753210.77,32593382.98,32593382.98,,,32593382.98,,,,,,,,,,,,,,,,,,,,-7367971.92,-7367971.92,,,,,,-7367971.92,,,,,,,,,-7367971.92,,25225411.06,25225411.06,,0.02,0.02,定期报告,未审计,20230427,CNY,合并期末,2023-04-26T21:51:04
20211231,37841518216.96,37841518216.96,456252946.7,613388102.15,157135155.45,941845603.43,,157135155.45,,,,,,,2888865.69,,797144017.9,335577336.01,,,-226716393.18,35854643399.13,3324.46,15456452.83,36381119088.24,36381119088.24,12525887.36,,,,,1092562656.99,,48790571.49,465195939.51,,34729242100.47,1460399128.72,170392276.5,,7092972.9,,1623698432.32,317144066.55,1306554365.77,1306554365.77,,,1306554365.77,3961754712.82,,5268309078.59,,,80088225.53,,80088225.53,,,,,,5108132627.53,,,,,5108132627.53,-25594604.74,-25594604.74,,,,,,-25594604.74,,,,,,,,,-25594604.74,,1280959761.03,1280959761.03,,1.0,1.0,定期报告,是,20230427,CNY,合并期末,2022-04-26T20:06:05
20210930,27368030054.3,27368030054.3,338341543.82,452897589.18,114556045.36,693686384.19,,114556045.36,,,,,,,-3564035.67,,718418352.44,289543783.96,,,-213619567.79,25825142150.22,1777.28,9623449.81,26414274697.16,26414274697.16,8864077.7,,,,,823459862.94,,109871787.21,241986836.78,,25206345759.07,953755357.14,124653420.46,,4140299.68,,1074268477.92,198833312.39,875435165.53,875435165.53,,,875435165.53,,,,,,,,,,,,,,,,,,,,-9205484.47,-9205484.47,,,,,,-9205484.47,,,,,,,,,-9205484.47,,866229681.06,866229681.06,,0.67,0.67,定期报告,未审计,20221027,CNY,合并期末,2021-11-09T01:26:04
20210630,16684579435.27,16684579435.27,183056031.59,255787318.68,72731287.09,422879742.93,,72731287.09,,,,,,,-57374.9,,755951596.72,247172052.17,,,-222869678.13,15539375556.58,439.84,6243120.64,15892444841.42,15892444841.42,6402360.0,,,,,574118025.38,,49693342.66,131874091.89,,15115245305.07,792134593.85,104489840.19,,1751015.9,,894873418.14,155227453.73,739645964.41,739645964.41,,,739645964.41,3961754712.82,,4701400677.23,,,,,,,,,,,4701400677.23,,,,,4701400677.23,-10664909.19,-10664909.19,,,,,,-10664909.19,45055.61,,,,,,,,-10709964.8,,728981055.22,728981055.22,,0.56,0.56,定期报告,是,20220826,CNY,合并期末,2021-08-26T20:26:09
20210331,7274977518.16,7274977518.16,68917873.44,105920537.77,37002664.33,180631682.87,,37002664.33,,,,,,,-647964.69,,524872546.08,125676969.3,,,-228154584.86,6727148817.41,217.67,2208930.24,6898137035.35,6898137035.35,2213647.84,,,,,278854605.62,,389921.04,51489886.19,,6559257705.32,376840482.81,11088149.01,,405485.27,,387523146.55,58214921.72,329308224.83,329308224.83,,,329308224.83,,,,,,,,,,,,,,,,,,,,3204559.03,3204559.03,,,,,,3204559.03,,,,,,,,,3204559.03,,332512783.86,332512783.86,,0.25,0.25,定期报告,未审计,20220427,CNY,合并期末,2022-04-26T19:36:04
20201231,25469307566.01,25469307566.01,499077057.36,599455204.98,100378147.62,677157713.06,,100378147.62,,,,,,,7272235.82,,899362995.71,242716171.58,,,194887036.09,23178900659.5,183519.89,12466348.58,24160089841.1,24160089841.1,11874820.87,,,,,1012549588.68,,36394654.37,462861109.02,,22612015894.74,1309217724.91,140200623.91,,4312050.62,,1445106298.2,299097012.9,1146009285.3,1146009285.3,,,1146009285.3,3156082214.84,,4302091500.14,,,91568393.66,,91568393.66,,,,,,4118954712.82,,,157200000.0,,3961754712.82,-54629108.99,-54629108.99,,,,,,-54629108.99,,,,,,,,,-54629108.99,,1091380176.31,1091380176.31,,0.87,0.87,定期报告,是,20220427,CNY,合并期末,2021-04-07T19:21:03
20200930,18572010150.66,18572010150.66,433578919.85,502559247.55,68980327.7,465769602.73,,68980327.7,,,,,,,1108844.25,,935141061.38,166133301.2,,,-1926374.94,16727041699.74,156507.34,11139890.31,17723025280.31,17723025280.31,4866793.04,,,,,828241388.66,,45171541.49,433212821.51,,16395064709.64,848984870.35,123308576.5,,4057508.98,,968235937.87,201811849.98,766424087.89,766424087.89,,,766424087.89,,,,,,,,,,,,,,,,,,,,-17208554.6,-17208554.6,,,,,,-17208554.6,,,,,,,,,-17208554.6,,749215533.29,749215533.29,,0.59,0.59,招股说明书/意向书,未审计,20211109,CNY,合并期末,2021-11-09T01:26:04
20200630,11094744200.0,11094744200.0,254532300.0,296951500.0,42419200.0,276016300.0,,42419200.0,,,,,,,-2126400.0,,744554200.0,84842300.0,,,-134846900.0,9948797200.0,71000.0,7746500.0,10683555500.0,10683555500.0,3014800.0,,,,,486260700.0,,20950500.0,418046200.0,,9745595900.0,411188800.0,117976600.0,,2182500.0,,526982800.0,116611300.0,410371500.0,,,,410371500.0,,,,,,,,,,,,,,,,,,,,15517700.0,,,,,,,,,,,,,,,,,,425889300.0,,,0.31,0.31,招股说明书(申报稿),是,20201218,CNY,合并期末,2020-08-20T20:21:03
20191231,22757609299.75,22757609299.75,552305587.41,618496985.72,66191398.31,516308160.73,,66191398.31,,,,,,,-3233184.93,,712152946.29,212858720.4,,,438751993.31,20533367550.92,33289.61,7922956.41,21577925727.76,21577925727.76,8564808.13,,,,,1095510076.6,,3243087.24,354745444.1,,20096810346.53,1179683571.99,77097898.6,,5732298.77,,1251049171.82,250328588.67,1000720583.15,1000720583.15,,,1000720583.15,2514920315.37,,3515640898.52,,,101179341.84,,101179341.84,,,,,,3313282214.84,,,157200000.0,,3156082214.84,22058464.07,22058464.07,,,,,,22058464.07,,,,,,,,,22058464.07,,1022779047.22,1022779047.22,,0.76,0.76,招股说明书/意向书,是,20211109,CNY,合并期末,2020-04-21T18:21:03
20190930,18219770895.98,18219770895.98,447595397.64,500550535.82,52955138.18,366775467.64,,52955138.18,,,,,,,-1188644.23,,818035158.01,141058103.71,,,339407777.86,16245286338.75,33289.61,3826110.7,16952283341.4,16952283341.4,4161615.29,,,,1218646.88,690596295.94,,5175885.31,323002435.69,,15914617274.38,1267487554.58,20293365.47,,5439737.17,,1282341182.88,226526840.98,1055814341.9,1055814341.9,,233915211.6,821899130.3,,,,,,,,,,,,,,,,,,,,29722676.61,29722676.61,,,,,,29722676.61,,,,,,,,,29722676.61,,1085537018.51,851621806.91,233915211.6,0.63,0.63,定期报告,未审计,20191018,CNY,合并期末,2020-03-16T08:21:11
20190630,11901989912.51,11901989912.51,307960764.09,342496092.12,34535328.03,203240044.87,,34535328.03,,,,,,,-836894.08,,352753652.15,125050134.42,,,433439792.66,10602502558.02,4510.12,2925484.68,11017601557.85,11017601557.85,3040326.84,,,,777596.94,481580731.94,,5439920.87,180373707.39,,10338878944.74,884388354.66,4182438.83,,2707771.96,,885863021.53,192297038.46,693565983.07,693565983.07,,,693565983.07,,,,,,,,,,,,,,,,,,,,8322341.22,8322341.22,,,,,,8322341.22,,,,,,,,,8322341.22,,701888324.29,701888324.29,,0.53,0.53,定期报告,是,20200420,CNY,合并期末,2020-03-16T08:21:11
20190331,5078246628.58,5078246628.58,126451877.53,,,93571838.27,93571838.27,,,,,,,,420495.67,,226197613.33,63408382.3,,,304286616.47,4327348285.68,-30098.37,,4557160496.38,4557160496.38,1180289.61,,,,,229264273.84,81275617.94,,,,4241699472.41,521086132.2,563223.48,,-7818755.01,,529468110.69,89293824.84,440174285.85,440174285.85,,99974697.91,340199587.94,,,,,,,,,,,,,,,,,,,,63644404.27,63644404.27,,,,,,63644404.27,,,,,,72883976.01,,,-9239571.74,,503818690.12,403843992.21,99974697.91,0.26,0.26,定期报告,未审计,20190423,CNY,合并期末,2020-03-16T08:21:11
20181231,15763889406.71,15763889406.71,569688435.51,639545275.16,69856839.65,534254965.29,,69856839.65,,,,,,,2953804.5,,921167244.16,153509885.56,,,46332896.52,13684164075.39,347653.1,4980332.24,14652062489.53,14652062489.53,5566520.89,,,,,875955401.11,270021886.07,,,,13479123416.87,1111826917.18,24367583.02,,23161114.44,,1113033385.76,240836048.61,872197337.15,872197337.15,,,872197337.15,1987807871.64,,2860005208.79,,,67858855.68,,67858855.68,,,,,,2724287497.43,,,157200000.0,,2567087497.43,-304249659.66,-304249659.66,,,,,,-304249659.66,-11304846.92,-312345644.0,,,,,,,19400831.26,,567947677.49,567947677.49,,0.67,0.67,招股说明书/意向书,是,20211109,CNY,合并期末,2020-03-16T08:21:11
20180930,11542950006.53,11542950006.53,429555529.22,,,412716890.23,,,,,,,,,2629425.16,,892589735.11,163830212.43,,,10812496.81,9791744757.44,,2901172.56,10540075011.29,10540075011.29,4220261.07,,,,1958144.42,687319957.41,196214539.76,,,,9633642690.51,1002874995.24,23836639.53,,13668204.87,,1013043429.9,204432153.4,808611276.5,808611276.5,,40494241.76,768117034.74,,,,,,,,,,,,,,,,,,,,-195756049.67,-195756049.67,,,,,,-195756049.67,-2776123.1,-217456937.58,,,,,,,24477011.01,,612855226.83,572360985.07,40494241.76,0.59,0.59,定期报告,未审计,20181030,CNY,合并期末,2020-03-16T08:21:11
20180630,6484165503.29,6484165503.29,256864819.73,,,255728869.47,,,,,,,,,2256414.46,,668709158.57,124904698.61,,,11994685.01,5286099349.41,,2512206.64,5782240872.59,5782240872.59,2543024.3,,,,,448271512.74,122260306.59,,,,5198883694.65,701924630.7,23699517.9,,16763235.88,,708860912.72,155625266.54,553235646.18,553235646.18,,4636710.66,548598935.52,1970448793.06,,2519047728.58,,,,,,,,,,,2519047728.58,,,,,2519047728.58,-219813895.9,-219813895.9,,,,,,-219813895.9,-182935.09,-223206491.63,,,,,,,3575530.82,,333421750.28,328785039.62,4636710.66,0.42,0.42,定期报告,是,20180820,CNY,合并期末,2020-03-16T08:21:11
20180331,2757758652.0,2757758652.0,104571204.87,,,122485405.77,,,,,,,,,-289956.61,,456882089.14,56150661.25,,,35999615.91,2038099514.28,,10778.64,2360099312.35,2360099312.35,1048126.28,,,,,235597882.23,109418051.84,,,,2009078613.58,397659339.65,1720593.75,,-23986806.83,,423366740.23,91144355.61,332222384.62,332222384.62,,2587679.73,329634704.89,,,,,,,,,,,,,,,,,,,,-234136988.33,-234136988.33,,,,,,-234136988.33,-893891.23,-221218467.39,,,,,,,-12024629.71,,98085396.29,95497716.56,2587679.73,0.25,0.25,定期报告,未审计,20180427,CNY,合并期末,2020-03-16T08:21:11
20171231,9589243100.0,9589243100.0,524237800.0,615381300.0,91143400.0,593347500.0,,91143400.0,,,,,,,-2489600.0,,904981200.0,205968900.0,,,43153600.0,7520366800.0,,5645700.0,8363998600.0,8363998600.0,5375300.0,,,,,854710600.0,232009400.0,,,,7247152000.0,1225244500.0,1364800.0,,79502700.0,,1147106600.0,225037000.0,922069600.0,,,,922069600.0,,,,,,,,,,,,,,,,,,,,75006100.0,,,,,,,,,,,,,,,,,,997075600.0,,,0.7,0.7,招股说明书(申报稿),是,20201218,CNY,合并期末,2020-03-16T08:21:11
20170630,4903209488.93,4903209488.93,241167307.37,,,292643821.2,292643821.2,,,,,,,,-827071.62,,415899148.57,103807506.72,,,29685988.77,3924640294.64,,,4315618770.01,4315618770.01,2624471.68,,,,,403144899.91,127900554.05,,,,3769658069.58,587590718.92,24563069.52,,28926954.91,,583226833.53,111104727.36,472122106.17,,,-709949.71,472832055.88,1446813813.42,,1919645869.3,,,,,,,,,,,1919645869.3,,,,,1919645869.3,-32168303.47,-33004580.67,,,,,,-33004580.67,1244631.28,-27414740.33,,,,,,,-6834471.62,836277.2,439953802.7,439827475.21,126327.49,0.36,0.36,定期报告,未审计,20170808,CNY,合并期末,2020-03-16T08:21:11
20161231,6803432359.52,6803432359.52,496322853.52,552616034.42,56293180.9,585732176.34,,56293180.9,,,,,,,1303169.31,,348655644.87,74357527.46,,,-8920789.43,5380339304.91,,,5944087088.62,5944087088.62,12630468.68,,,,,655826630.31,37707552.9,,,,5214314762.22,859345270.9,12692151.29,,73977761.87,,798059660.32,183009293.11,615050367.21,,,6513238.13,608537129.08,931028785.66,,,,,46376050.66,,46376050.66,,,,,,,,,,,1446813813.42,144799830.18,140540647.12,,,,,,140540647.12,817802.95,126524854.23,,,,,,,13197989.94,4259183.06,759850197.39,749077776.2,10772421.19,0.46,0.46,定期报告,是,20170306,CNY,合并期末,2020-03-16T08:21:11
20160630,2355979959.82,2355979959.82,195783758.85,216658440.62,20874681.77,247838875.23,247838875.23,20874681.77,,,,,,,1103186.85,,81680219.99,,,,-180353.51,1829754272.41,,,2109536217.36,2109536217.36,10544680.91,,,,,293819163.67,1075203.69,,,,1794145619.71,246443742.46,7515436.49,,7958438.44,,246000740.51,51324127.39,194676613.12,,,-2037508.53,196714121.65,931028785.66,,,,,,,,,,,,,,,,,,1127742907.31,54233937.16,54233937.16,,,,,,54233937.16,4338517.83,46059627.46,,,,,,,3835791.87,,248910550.28,250948058.81,-2037508.53,0.15,0.15,定期报告,未审计,20160825,CNY,合并期末,2020-03-16T08:21:11
