报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向中央银行借款净增加额,客户存款和同业存放款项净增加额,收回存放同业及其他金融机构净额,拆入资金收到的现金,收回拆出资金收到的现金,销售商品、提供劳务收到的现金,收到的税费返还,手续费收入收到的现金,利息收入收到的现金,卖出回购证券收到的现金,买入返售证券到期返售收到的现金,金融企业往来收入收到的现金,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,保证金流入的现金,吸收的存款,同业及其他金融机构存放款净增加额,处置抵债资产收到的现金,汇兑净收益收到的现金,证券投资收到的现金,中间业务收入收到的现金,其他营业及营业外净收入收到的现金,贴现收到的现金,收回的委托资金净额,受托资产管理收到的现金净额,收到的其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,证券投资支付的现金,手续费支出支付的现金,利息支出支付的现金,金融企业往来支出支付的现金,买入返售证券支付的现金,处置可供出售金融资产净减少额,为交易目的而持有的金融资产净增加额,卖出回购证券到期回购支付的现金,以现金支付的营业费用,拆出资金支付的现金,支付利息、手续费及佣金的现金,存放中央银行款项净增加额,贵金属现金流出,支付的存款,存放同业及其他机构存款净增加额,偿还中央银行借款,减少同业及其他金融机构存放净额,贴现支付的现金,偿还同业及其他金融机构拆入净额,委托资金减少支付的现金,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,处置子公司及其他营业单位收到的现金,取得投资收益所收到的现金,取得债权投资利息收入收到的现金,处置固定资产、无形资产和其他长期资产而收到的现金净额,分得股利或利润收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,权益性投资支付的现金,债权性投资支付的现金,购买子公司及其他营业单位支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,发行债券收到的现金,吸收投资所收到的现金,借款所收到的现金,发行次级债所收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息所支付的现金,偿付利息支付的现金,发生筹资费用支付的现金,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金的影响额,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,,,,,,,,,,,,,,,549836042.55,,,,,,,,,,,,2154043952.25,2703879994.8,,,,129356096.42,93633495.87,,,,,,,,,72570736.95,,,,,,,,,,,,2152390323.61,2447950652.85,255929341.95,,543364407.26,,3726115.79,,10830.0,,,547101353.05,16948425.16,409255309.42,,,,2000.0,426205734.58,120895618.47,,,,,,210516187.1,210516187.1,0.0,109325209.85,,,66989385.7,176314595.55,34201591.55,-833520.37,410193031.6,,,,,1148351457.78,1558544489.38,定期报告,未审计,20241028,CNY,合并期末,2023-10-27T18:26:05
20230630,,,,,,,,,,,,,,,,345382834.33,,,,,,,,,,,,835895493.4,1181278327.73,,,,90047286.31,51426268.29,,,,,,,,,47224433.04,,,,,,,,,,,,1076685567.76,1265383555.4,-84105227.67,,337293204.35,,2396086.12,,7400.0,,,339696690.47,12081158.53,184614019.12,,,,2000.0,196697177.65,142999512.82,,,,0.0,,82151630.63,82151630.63,0.0,107302181.31,,,17793994.38,125096175.69,-42944545.06,1798046.57,17747786.66,472427197.28,742595892.45,693672047.16,405755565.33,1148351457.78,1166099244.44,定期报告,未审计,20240827,CNY,合并期末,2023-08-25T19:01:05
20230331,,,,,,,,,,,,,,,,170646627.48,,,,,,,,,,,,1266645596.64,1437292224.12,,,,51695923.42,18792794.88,,,,,,,,,27688280.79,,,,,,,,,,,,1147437288.71,1245614287.8,191677936.32,,133799315.35,,249569.74,,1300.0,,,134050185.09,5115482.73,128218273.74,,,,1000.0,133334756.47,715428.62,,,,0.0,,338583.67,338583.67,,1709623.06,,,34811217.22,36520840.28,-36182256.61,-1999405.03,154211703.3,,,,,1148351457.78,1302563161.08,定期报告,未审计,20240427,CNY,合并期末,2023-04-27T22:06:05
20221231,,,,,,,,,,,,,,,,788628252.23,,,,,,,,,,,,3120639012.04,3909267264.27,,,,165950979.07,192655321.09,,,,,,,,,151561158.39,,,,,,,,,,,,3138018419.15,3648185877.7,261081386.57,,468401868.83,,2762388.88,,44378.05,,,471208635.76,65357872.33,171427889.73,,,,800000.0,237585762.06,233622873.7,,,0.0,0.0,,59303721.83,59303721.83,207000000.0,169189200.45,,,214817158.98,591006359.43,-531702637.6,8822529.02,-28175848.31,742595892.45,608436554.8,405755565.33,568090751.29,1176527306.09,1148351457.78,定期报告,是,20240330,CNY,合并期末,2023-03-30T20:36:03
20220930,,,,,,,,,,,,,,,,649456234.75,,,,,,,,,,,,3008049675.49,3657505910.24,,,,134276270.42,165413300.5,,,,,,,,,108221654.81,,,,,,,,,,,,2723752218.08,3131663443.81,525842466.43,,335937541.73,,3213612.34,,44192.16,,,339195346.23,47823825.63,97852065.88,,,,1000.0,145676891.51,193518454.72,,,,,,47484670.78,47484670.78,207000000.0,165736927.94,,,202946481.42,575683409.36,-528198738.58,11586659.04,202748841.61,,,,,1176527306.09,1379276147.7,定期报告,未审计,20231028,CNY,合并期末,2022-10-27T16:56:04
20220630,,,,,,,,,,,,,,,,493781640.31,,,,,,,,,,,,1596835976.44,2090617616.75,,,,101028925.32,121802686.21,,,,,,,,,90521794.21,,,,,,,,,,,,1471983165.46,1785336571.2,305281045.55,,232800968.01,,2015336.16,,35475.66,,,234851779.83,35252335.63,103873100.35,,,,1000.0,139126435.98,95725343.85,,,,0.0,,63524384.57,63524384.57,0.0,159024678.46,,,71153482.14,230178160.6,-166653776.03,4600214.64,238952828.01,625067601.41,608436554.8,790412532.69,568090751.29,1176527306.09,1415480134.1,定期报告,未审计,20230826,CNY,合并期末,2022-08-25T19:46:06
20220331,,,,,,,,,,,,,,,,294449199.94,,,,,,,,,,,,654739416.86,949188616.8,,,,64009025.26,56090169.15,,,,,,,,,39230088.46,,,,,,,,,,,,811936322.26,971265605.13,-22076988.33,,128703757.32,,335756.88,,31897.92,,,129071412.12,28070347.49,329060000.25,,,,0.0,357130347.74,-228058935.62,,,,,,314610851.83,314610851.83,,3836250.0,,,14675938.3,18512188.3,296098663.53,-740484.34,45222255.24,,,,,1176527306.09,1221749561.33,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T17:11:08
20211231,,,,,,,,,,,,,,,,1144102509.07,,,,,,,,,,,,5854576339.11,6998678848.18,,,,149495167.73,229607436.83,,,,,,,,,358855558.7,,,,,,,,,,,,6695592305.42,7433550468.68,-434871620.5,,772416093.85,,22344031.64,,631881.57,,,795392007.06,80576445.89,721773227.49,,,,40000.0,802389673.38,-6997666.32,,,40000000.0,330000000.0,,421107101.28,791107101.28,240080000.0,138414942.13,,,138842353.94,517337296.07,273769805.21,-3513322.27,-171612803.88,608436554.8,983209226.19,568090751.29,364930883.78,1348140109.97,1176527306.09,定期报告,是,20230331,CNY,合并期末,2022-03-30T22:21:06
20210930,,,,,,,,,,,,,,,,869629939.5,,,,,,,,,,,,5313945008.47,6183574947.97,,,,113070469.56,169108098.46,,,,,,,,,298381720.42,,,,,,,,,,,,6487865967.6,7068426256.04,-884851308.07,,779657474.1,,16225176.38,,649595.74,,,796532246.22,55877557.98,743245550.02,,,,40000.0,799163108.0,-2630861.78,,,40000000.0,330000000.0,,468272321.08,838272321.08,240080000.0,131843216.11,,,47004330.88,418927546.99,419344774.09,-1749305.27,-469886701.03,,,,,1348140109.97,878253408.94,定期报告,未审计,20221028,CNY,合并期末,2021-10-26T21:16:03
20210630,,,,,,,,,,,,,,,,577415679.52,,,,,,,,,,,,4158871523.01,4736287202.53,,,,78708073.77,105316374.51,,,,,,,,,197149155.61,,,,,,,,,,,,4776729161.57,5157902765.46,-421615562.93,,564055630.68,,14131484.55,,19722.92,,0.0,578206838.15,35039529.75,553237621.42,,,,40000.0,588317151.17,-10110313.02,,,,330000000.0,,486340338.81,816340338.81,240080000.0,127082989.44,,,128053173.94,495216163.38,321124175.43,-1952837.64,-112554538.16,719870578.39,983209226.19,515714993.42,364930883.78,1348140109.97,1235585571.81,定期报告,未审计,20220826,CNY,合并期末,2021-08-25T19:16:03
20210331,,,,,,,,,,,,,,,,262628287.44,,,,,,,,,,,,2152479617.54,2415107904.98,,,,45856865.93,52051871.58,,,,,,,,,102321251.33,,,,,,,,,,,,2734180837.75,2934410826.59,-519302921.61,,180944831.9,,2778368.69,,350.0,,0.0,183723550.59,20919467.92,376479987.74,,,,40000.0,397439455.66,-213715905.07,,,,,,376108789.97,376108789.97,,2851550.19,,,15357595.47,18209145.66,357899644.31,901078.99,-374218103.38,,,,,1348140109.97,973922006.59,定期报告,未审计,20220429,CNY,合并期末,2021-04-26T20:41:04
20201231,,,,,,,,,,,,,,,,675908586.06,,,,,,,,,,,,4248455954.65,4924364540.71,,,,83910078.34,81728294.93,,,,,,,,,211264228.49,,,,,,,,,,,,4579357513.35,4956260115.11,-31895574.4,,823101870.2,,7826014.11,,8592138.62,,,839520022.93,86516224.63,654065314.68,,,,20000.0,740601539.31,98918483.62,,647200000.0,0.0,0.0,,389087095.42,1036287095.42,142160000.0,96205854.0,,,44935760.62,283301614.62,752985480.8,-12288202.67,807720187.35,983209226.19,313227404.19,364930883.78,227192518.43,540419922.62,1348140109.97,定期报告,是,20220331,CNY,合并期末,2021-03-30T23:11:04
20200930,,,,,,,,,,,,,,,,410840870.49,,,,,,,,,,,,1221932471.09,1632773341.58,,,,60856260.06,51794714.08,,,,,,,,,169701858.96,,,,,,,,,,,,788185965.84,1070538798.94,562234542.64,,441475458.02,,2599437.92,,2179112.13,,704416.0,446958424.07,58201162.39,428440814.64,,,,620000.0,487261977.03,-40303552.96,,,0.0,651547047.14,,335210027.42,986757074.56,71080000.0,110182401.03,,,4211543.15,185473944.18,801283130.38,-2593448.84,1320620671.22,,,,,540419922.62,1861040593.84,定期报告,未审计,20211027,CNY,合并期末,2020-10-28T20:11:03
20200630,,,,,,,,,,,,,,,,226423561.45,,,,,,,,,,,,1437462084.82,1663885646.27,,,,39821023.65,27800343.62,,,,,,,,,74535284.13,,,,,,,,,,,,591175351.58,733332002.98,930553643.29,,208144344.42,,25200801.38,,58693.16,,125940.93,233529779.89,31614551.76,219283450.22,,,,60000.0,250958001.98,-17428222.09,,,,0.0,,94904361.6,94904361.6,71080000.0,106484569.17,,,4211543.15,181776112.32,-86871750.72,2433270.71,828686941.19,1003670189.47,313227404.19,365436674.34,227192518.43,540419922.62,1369106863.81,定期报告,未审计,20210826,CNY,合并期末,2020-08-25T21:31:03
20200331,,,,,,,,,,,,,,,,94074285.4,,,,,,,,,,,,1105894352.94,1199968638.34,,,,21278613.09,11739254.9,,,,,,,,,28605034.5,,,,,,,,,,,,212838487.69,274461390.18,925507248.16,,61364132.49,,0.0,,667.02,,123923.6,61488723.11,22444124.65,90430680.85,,,,60000.0,112934805.5,-51446082.39,,,,,,0.0,0.0,,4687122.43,,,0.0,4687122.43,-4687122.43,2453215.76,871827259.1,,,,,540419922.62,1412247181.72,定期报告,未审计,20210427,CNY,合并期末,2020-04-29T20:11:03
20191231,,,,,,,,,,,,,,,,315577435.34,,,,,,,,,,,,2258059100.29,2573636535.63,,,,60975871.71,40313844.17,,,,,,,,,82792769.06,,,,,,,,,,,,2946458592.48,3130541077.42,-556904541.79,,818193866.2,,1892174.24,,47185.0,,376410.35,820509635.79,89491225.76,812660214.51,,,,688000.0,902839440.27,-82329804.48,,,230650000.0,105000000.0,,55005493.0,390655493.0,17760000.0,16984557.73,,,24046892.22,58791449.95,331864043.05,2423745.81,-304946557.41,313227404.19,588516314.7,227192518.43,256850165.33,845366480.03,540419922.62,定期报告,是,20210331,CNY,合并期末,2020-03-13T14:56:25
20190930,,,,,,,,,,,,,,,,199696263.75,,,,,,,,,,,,1982648330.35,2182344594.1,,,,42715994.74,29202480.77,,,,,,,,,62214964.28,,,,,,,,,,,,2444384406.54,2578517846.33,-396173252.23,,546483340.39,,1614277.0,,,,1703857.57,549801474.96,66988085.85,740996462.86,,,,650000.0,808634548.71,-258833073.75,,,230650000.0,105000000.0,,155005493.0,490655493.0,,12094016.68,,,19833235.53,31927252.21,458728240.79,465.64,-196277619.55,,,,,845366480.03,649088860.48,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T14:56:25
20190630,,,,,,,,,,,,,,,,137408386.45,,,,,,,,,,,,954715839.49,1092124225.94,,,,30296752.0,16930089.22,,,,,,,,,30520389.6,,,,,,,,,,,,1322888016.89,1400635247.71,-308511021.77,,438720679.62,,771563.54,,135.0,,510053.07,440002431.23,42587471.93,537016263.53,,,,600000.0,580203735.46,-140201304.23,,,,35000000.0,,55005493.0,90005493.0,0.0,7627938.9,,,11100435.53,18728374.43,71277118.57,-333254.37,-377768461.8,226198058.09,588516314.7,241399960.14,256850165.33,845366480.03,467598018.23,定期报告,是,20200826,CNY,合并期末,2020-03-13T14:56:25
20190331,,,,,,,,,,,,,,,,59233479.96,,,,,,,,,,,,447009461.67,506242941.63,,,,17071235.89,6122379.91,,,,,,,,,15520677.09,,,,,,,,,,,,402202862.84,440917155.73,65325785.9,,205378199.9,,,,45.0,,504575.3,205882820.2,21365445.36,395339230.81,,,,50000.0,416754676.17,-210871855.97,,,,25000000.0,,,25000000.0,,3649138.9,,,137800.0,3786938.9,21213061.1,-2226090.21,-126559099.18,,,,,845366480.03,718807380.85,定期报告,未审计,20200430,CNY,合并期末,2020-04-29T21:41:03
20181231,,,,,,,,,,,,,,,,349850550.6,,,,,,,,,,,,977212193.81,1327062744.41,,,,58794038.85,60601627.65,,,,,,,,,113264629.42,,,,,,,,,,,,1258772461.03,1491432756.95,-164370012.54,,545071114.93,,1065027.21,,8712952.0,,264318.88,555113413.02,153203088.78,639738763.71,,,,400000.0,793341852.49,-238228439.47,,,,165000000.0,,10500000.0,175500000.0,,57809536.09,,,402800.0,58212336.09,117287663.91,7703826.5,-277606961.6,588516314.7,949752920.38,256850165.33,173220521.25,1122973441.63,845366480.03,定期报告,是,20200310,CNY,合并期末,2020-03-13T14:56:25
20180930,,,,,,,,,,,,,,,,271119060.17,,,,,,,,,,,,697155320.43,968274380.6,,,,46017563.37,39991082.41,,,,,,,,,,,,,,,,,,,,,1186357837.4,1272366483.18,-304092102.58,,270829885.31,,931152.0,,,,367925.73,272128963.04,135537146.18,324044645.28,,,,400000.0,459981791.46,-187852828.42,,,,140000000.0,,,140000000.0,,54533341.66,,,137800.0,54671141.66,85328858.34,-660682.09,-407276754.75,,,,,1122973441.63,715696686.88,更正或补充,未审计,20191112,CNY,合并期末,2020-03-13T14:56:25
20171231,,,,,,,,,,,,,,,,366049779.8,,,,,,,,,,,,197040100.63,563089880.43,,,,67272735.31,75472555.26,,,,,,,,,64221715.9,,,,,,,,,,,,1781223270.84,1988190277.31,-1425100396.88,,31622322.15,,706205.0,,4670.0,,434661.89,32767859.04,91796713.6,28501066.66,,,,15000000.0,135297780.26,-102529921.22,,,,90000000.0,,,90000000.0,100000000.0,10472630.54,,,936400.0,111409030.54,-21409030.54,-9829471.26,-1558868819.9,949752920.38,2473265920.44,173220521.25,208576341.09,2681842261.53,1122973441.63,招股说明书/意向书,是,20190819,CNY,合并期末,2020-03-13T14:56:25
20161231,,,,,,,,,,,,,,,,472319782.81,,,,,,,,,,,,4631833172.52,5104152955.33,,,,66432065.98,115629185.27,,,,,,,,,60576439.14,,,,,,,,,,,,2750036719.38,2992674409.77,2111478545.56,,39775174.13,,842016.25,,38780.0,,52473504.9,93129475.28,59615729.11,22485429.85,,,,,82101158.96,11028316.32,,,,40000000.0,,,40000000.0,,7501868.77,,,380000.0,7881868.77,32118131.23,574518.16,2155199511.27,2473265920.44,369868644.6,208576341.09,156774105.66,526642750.26,2681842261.53,招股说明书/意向书,是,20190819,CNY,合并期末,2020-03-13T14:56:25
20160630,,,,,,,,,,,,,,,,222648691.09,,,,,,,,,,,,1953994859.25,2176643550.34,,,,36363893.64,57490265.99,,,,,,,,,28719039.69,,,,,,,,,,,,1532740291.57,1655313490.89,521330059.45,,14098597.91,,599134.12,,33980.0,,,14731712.03,10794524.97,16338292.77,,,,,27132817.74,-12401105.71,,,,,,,0.0,,3853333.34,,,130000.0,3983333.34,-3983333.34,,504945620.4,,,,,526642750.26,1031588370.66,招股说明书(申报稿),未审计,20161209,CNY,合并期末,2020-03-13T14:56:25
20151231,,,,,,,,,,,,,,,,506814653.18,,,,,,,,,,,,5477078593.31,5983893246.49,,,,62357453.4,88633952.53,,,,,,,,,79414053.08,,,,,,,,,,,,6450533790.88,6680939249.89,-697046003.4,,67678876.22,,370222.25,,291846.7,,,68340945.17,203124793.7,94651476.97,,,,,297776270.67,-229435325.5,,,,119075926.92,,98280000.0,217355926.92,19075926.92,385568.47,,,100974325.59,120435820.98,96920105.94,,-829561222.96,,,,,1356203973.22,526642750.26,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-13T14:56:25
20141231,,,,,,,,,,,,,,,,248400880.69,,,,,,,,,,,,2070733733.61,2319134614.3,,,,52861499.53,48291652.32,,,,,,,,,65734788.7,,,,,,,,,,,,1283135606.71,1450023547.26,869111067.04,,32171426.21,,926011.76,,69095.0,,,33166532.97,5802200.02,9764838.3,,,,,15567038.32,17599494.65,,,,,,,0.0,,39990000.0,,,320000.0,40310000.0,-40310000.0,,846400561.69,,,,,509803411.53,1356203973.22,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-13T14:56:25
20131231,,,,,,,,,,,,,,,,254176722.93,,,,,,,,,,,,1124782232.75,1378958955.68,,,,57079931.91,40106537.65,,,,,,,,,66030192.41,,,,,,,,,,,,1744839768.96,1908056430.93,-529097475.25,,9640882.06,,590601.4,,13170.0,,,10244653.46,10306158.69,26028379.74,,,,,36334538.43,-26089884.97,,,,,,,0.0,,,,,,0.0,0.0,,-555187360.22,,,,,1064990771.75,509803411.53,招股说明书(申报稿),是,20161209,CNY,合并期末,2020-03-13T14:56:25
20121231,,,,,,,,,,,,,,,,240038548.44,,,,,,,,,,,,851524744.03,1091563292.47,,,,55520439.66,31201208.89,,,,,,,,,56006248.04,,,,,,,,,,,,955847626.21,1098575522.8,-7012230.33,,,,149457.4,,24730.0,,,174187.4,30459129.05,5033168.39,,,,,35492297.44,-35318110.04,,,125000000.0,,,,125000000.0,,,,,,0.0,125000000.0,,82669659.63,,,,,982321112.12,1064990771.75,招股说明书(申报稿),是,20150508,CNY,合并期末,2020-03-13T14:56:25
