报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,649036000000.0,,,19601000000.0,,157333000000.0,1806827000000.0,83854000000.0,,33612000000.0,,,,,,,,,,,,,,,,,,3335095000000.0,,,,,,,,268397000000.0,143696000000.0,1168862000000.0,,2622224000000.0,264336000000.0,,,69710000000.0,181526000000.0,14738000000.0,,,,,,47799000000.0,47799000000.0,237559000000.0,,10262000000.0,,32830000000.0,44177000000.0,,,97366000000.0,154938000000.0,11465779000000.0,,106297000000.0,402574000000.0,46565000000.0,3459723000000.0,88449000000.0,213483000000.0,,9061000000.0,,,44561000000.0,14853000000.0,,,,,,,,6196000000.0,120835000000.0,,,,70789000000.0,138984000000.0,852772000000.0,,,,,,,,,,,,,,4063780000000.0,10740000000.0,,14347000000.0,315046000000.0,10233691000000.0,,18210000000.0,,,,134709000000.0,-10927000000.0,12164000000.0,118374000000.0,635574000000.0,,903103000000.0,328985000000.0,1232088000000.0,11465779000000.0,定期报告,未审计,20231028,CNY,合并期末,2023-10-27T20:56:01
20230630,,659777000000.0,,,21781000000.0,,141341000000.0,1769509000000.0,99592000000.0,,33197000000.0,,,,,,,,,,,,,,,,,,3346543000000.0,,,,,,,,274373000000.0,142261000000.0,1154839000000.0,,2620211000000.0,278366000000.0,,,74830000000.0,184790000000.0,14766000000.0,,,,,,47847000000.0,47847000000.0,231889000000.0,,10545000000.0,,33073000000.0,44076000000.0,,,88012000000.0,174559000000.0,11467577000000.0,,116680000000.0,469268000000.0,61602000000.0,3372506000000.0,90893000000.0,267736000000.0,,9392000000.0,,,40236000000.0,14957000000.0,,,,,,,,9285000000.0,138496000000.0,,,,76300000000.0,149558000000.0,935583000000.0,,,,,,,,,,,,,,3980842000000.0,11141000000.0,,14694000000.0,330769000000.0,10227842000000.0,,18210000000.0,,,,134379000000.0,5529000000.0,12164000000.0,118228000000.0,634636000000.0,,918145000000.0,321590000000.0,1239735000000.0,11467577000000.0,定期报告,未审计,20230830,CNY,合并期末,2023-08-29T21:21:02
20230331,,673708000000.0,,,18585000000.0,,120421000000.0,1680509000000.0,125005000000.0,,35755000000.0,,,,,,,,,,,,,,,,,,3345594000000.0,,,,,,,,277782000000.0,136293000000.0,1162694000000.0,,2573286000000.0,257244000000.0,,,23663000000.0,186786000000.0,14545000000.0,,,,,,48830000000.0,48830000000.0,232699000000.0,,11598000000.0,,33361000000.0,44015000000.0,,,83686000000.0,181370000000.0,11287495000000.0,,116112000000.0,437773000000.0,51571000000.0,3467579000000.0,94512000000.0,284377000000.0,,10285000000.0,,,38887000000.0,28189000000.0,,,,,,,,7322000000.0,133322000000.0,,,,28451000000.0,154468000000.0,890396000000.0,,,,,,,,,,,,,,,12100000000.0,,14569000000.0,325973000000.0,10054215000000.0,,18280000000.0,,,,138226000000.0,8165000000.0,12164000000.0,118081000000.0,630412000000.0,,914332000000.0,318948000000.0,1233280000000.0,11287495000000.0,定期报告,未审计,20230427,CNY,合并期末,2023-04-26T20:46:02
20221231,,613737000000.0,,,16846000000.0,,133921000000.0,1640519000000.0,91514000000.0,,36118000000.0,,,,,72280000000.0,,12278000000.0,24969000000.0,,,,,,,,,,3238054000000.0,,,,,188765000000.0,,,280793000000.0,136655000000.0,1124035000000.0,,2500790000000.0,264771000000.0,,,29278000000.0,186858000000.0,14444000000.0,80451000000.0,30312000000.0,50139000000.0,198000000.0,,49941000000.0,49941000000.0,273288000000.0,,12580000000.0,,33459000000.0,44060000000.0,,23093000000.0,89321000000.0,178343000000.0,11009940000000.0,,121945000000.0,385092000000.0,72596000000.0,3306171000000.0,84659000000.0,271737000000.0,,10349000000.0,,9322000000.0,47723000000.0,25962000000.0,,,,71445000000.0,16426000000.0,83316000000.0,,29785000000.0,125828000000.0,,,,39738000000.0,151539000000.0,931098000000.0,,,,2742989000000.0,,,,,,875529000000.0,23093000000.0,,,3671177000000.0,13013000000.0,,14217000000.0,329294000000.0,9823944000000.0,,18280000000.0,,,,133528000000.0,5491000000.0,12164000000.0,117868000000.0,592856000000.0,,869191000000.0,316805000000.0,1185996000000.0,11009940000000.0,定期报告,是,20240322,CNY,合并期末,2023-03-16T02:36:02
20220930,,548126000000.0,,,9597000000.0,,97273000000.0,1513444000000.0,65219000000.0,,27885000000.0,,,,,77870000000.0,,12270000000.0,26053000000.0,,,,,,,,,,3210567000000.0,,,,,185666000000.0,,,280081000000.0,120633000000.0,3003578000000.0,,406461000000.0,245760000000.0,,,62495000000.0,191694000000.0,14514000000.0,,,,,,40168000000.0,40168000000.0,291801000000.0,,12085000000.0,,29564000000.0,23084000000.0,,24767000000.0,85799000000.0,155757000000.0,10762211000000.0,,119985000000.0,253749000000.0,46262000000.0,3236799000000.0,117731000000.0,315082000000.0,,6953000000.0,,9662000000.0,42926000000.0,25549000000.0,,,,69923000000.0,16877000000.0,81679000000.0,,15610000000.0,65962000000.0,,,,66107000000.0,157329000000.0,940780000000.0,,,,2686659000000.0,,,,,,867863000000.0,24767000000.0,,,,12524000000.0,,13245000000.0,292974000000.0,9650517000000.0,,18280000000.0,,,,127237000000.0,-10898000000.0,12164000000.0,102366000000.0,600646000000.0,,838799000000.0,272895000000.0,1111694000000.0,10762211000000.0,定期报告,未审计,20221027,CNY,合并期末,2022-10-26T22:56:03
20220630,,573479000000.0,,,8605000000.0,,138322000000.0,1508583000000.0,36783000000.0,,28231000000.0,,,,,80995000000.0,,12229000000.0,24890000000.0,,,,,,,,,,3139925000000.0,,,,,183975000000.0,,,282715000000.0,120789000000.0,2973698000000.0,,405413000000.0,277704000000.0,,,28740000000.0,195913000000.0,14202000000.0,,,,,,41120000000.0,41120000000.0,285039000000.0,,12148000000.0,,28745000000.0,23162000000.0,,28565000000.0,74234000000.0,167944000000.0,10696148000000.0,,128105000000.0,336825000000.0,48291000000.0,3228458000000.0,99608000000.0,282490000000.0,,6444000000.0,,9822000000.0,39865000000.0,22226000000.0,,,,69894000000.0,17571000000.0,80238000000.0,,15467000000.0,88735000000.0,,,,31799000000.0,151055000000.0,927063000000.0,,,,2643480000000.0,,,,,,862951000000.0,28565000000.0,,,,12620000000.0,,13724000000.0,301489000000.0,9578885000000.0,,18280000000.0,,,,126904000000.0,-1024000000.0,12164000000.0,102023000000.0,601368000000.0,,848719000000.0,268544000000.0,1117263000000.0,10696148000000.0,定期报告,未审计,20220824,CNY,合并期末,2022-08-23T23:06:02
20220331,,598238000000.0,,,9538000000.0,,131790000000.0,1478215000000.0,70007000000.0,,26267000000.0,,,,,79279000000.0,,18729000000.0,26747000000.0,,,,,,,,,,3069180000000.0,,,,,181473000000.0,,,281814000000.0,106578000000.0,2845968000000.0,,433067000000.0,279727000000.0,,,31230000000.0,204715000000.0,12598000000.0,,,,,,44605000000.0,44605000000.0,288897000000.0,,13027000000.0,,29163000000.0,23163000000.0,,28848000000.0,68139000000.0,160095000000.0,10541097000000.0,,124901000000.0,321978000000.0,43630000000.0,3125345000000.0,87734000000.0,184268000000.0,,6347000000.0,,10535000000.0,37806000000.0,27066000000.0,,,,68990000000.0,26495000000.0,77514000000.0,,15952000000.0,79219000000.0,,,,34290000000.0,172139000000.0,1029398000000.0,,,,2568835000000.0,,,,,,848382000000.0,28848000000.0,,,,13349000000.0,,13303000000.0,289804000000.0,9444019000000.0,,18280000000.0,,,,125688000000.0,-3833000000.0,12164000000.0,101642000000.0,589469000000.0,,833515000000.0,263563000000.0,1097078000000.0,10541097000000.0,定期报告,未审计,20220430,CNY,合并期末,2022-04-29T21:11:02
20211231,,535067000000.0,,,10402000000.0,,95443000000.0,1426677000000.0,61429000000.0,,26628000000.0,,,,,79834000000.0,,16276000000.0,26852000000.0,,,,,,,,,,2980975000000.0,,,,,178298000000.0,,,284061000000.0,101690000000.0,2768995000000.0,,428530000000.0,268215000000.0,,,30957000000.0,200701000000.0,12606000000.0,73538000000.0,27531000000.0,46007000000.0,184000000.0,,45823000000.0,45823000000.0,242968000000.0,,14185000000.0,,29638000000.0,23175000000.0,,36002000000.0,65360000000.0,151239000000.0,10142026000000.0,,116102000000.0,320702000000.0,40998000000.0,2929121000000.0,57376000000.0,127477000000.0,,6663000000.0,,9702000000.0,45759000000.0,25915000000.0,,,,67276000000.0,23028000000.0,74253000000.0,,43784000000.0,72928000000.0,,,,35049000000.0,171682000000.0,1097523000000.0,,,,2473134000000.0,,,,,,825057000000.0,36002000000.0,,,,14208000000.0,,13605000000.0,288797000000.0,9064303000000.0,,18280000000.0,,,,130407000000.0,-9166000000.0,12164000000.0,101108000000.0,569507000000.0,,812405000000.0,265318000000.0,1077723000000.0,10142026000000.0,定期报告,是,20230316,CNY,合并期末,2022-03-18T01:06:01
20210930,,560400000000.0,,,10954000000.0,,118510000000.0,1365378000000.0,70726000000.0,,25983000000.0,,,,,86878000000.0,,17106000000.0,28483000000.0,,,,,,,,,,2898951000000.0,,,,,174965000000.0,,,279529000000.0,107302000000.0,2778768000000.0,,402829000000.0,263801000000.0,,,30415000000.0,201990000000.0,12691000000.0,,,,,,41101000000.0,41101000000.0,258303000000.0,,14599000000.0,,29545000000.0,23299000000.0,,39871000000.0,65280000000.0,171803000000.0,10079460000000.0,,126833000000.0,326930000000.0,42489000000.0,2894718000000.0,53734000000.0,155837000000.0,,5801000000.0,,10629000000.0,42544000000.0,26577000000.0,,,,66808000000.0,26725000000.0,71775000000.0,,16287000000.0,71141000000.0,,,,36702000000.0,193518000000.0,1080407000000.0,,,,2426110000000.0,,,,,,815963000000.0,39871000000.0,,,,14700000000.0,,14028000000.0,296413000000.0,9030080000000.0,,18280000000.0,,,,129946000000.0,-10123000000.0,12164000000.0,90272000000.0,560363000000.0,,792040000000.0,257340000000.0,1049380000000.0,10079460000000.0,定期报告,未审计,20211028,CNY,合并期末,2021-10-27T18:51:02
20210630,,551319000000.0,,,9516000000.0,,106005000000.0,1304648000000.0,104886000000.0,,26627000000.0,,,,,93371000000.0,,14411000000.0,24573000000.0,,,,,,,,,,2797794000000.0,,,,,171800000000.0,,,269597000000.0,60269000000.0,2723836000000.0,,448548000000.0,278621000000.0,,,32277000000.0,205189000000.0,12640000000.0,,,,,,41037000000.0,41037000000.0,253135000000.0,,14949000000.0,,29190000000.0,23328000000.0,,43820000000.0,60700000000.0,185582000000.0,9887668000000.0,,130758000000.0,361273000000.0,35374000000.0,2837356000000.0,56597000000.0,159000000000.0,,4965000000.0,,11347000000.0,37890000000.0,24309000000.0,,,,66547000000.0,20907000000.0,69692000000.0,,16117000000.0,68005000000.0,,,,37838000000.0,195625000000.0,1071481000000.0,,,,2382632000000.0,,,,,,806299000000.0,43820000000.0,,,,14924000000.0,,11313000000.0,271724000000.0,8858754000000.0,,18280000000.0,,,,129787000000.0,-5377000000.0,12164000000.0,89354000000.0,553623000000.0,,791836000000.0,237078000000.0,1028914000000.0,9887668000000.0,定期报告,未审计,20210827,CNY,合并期末,2021-08-26T22:21:02
20210331,,565054000000.0,,,9533000000.0,,78596000000.0,1238726000000.0,113398000000.0,,27819000000.0,,,,,94368000000.0,,13662000000.0,22384000000.0,,,,,,,,,,2707048000000.0,,,,,167070000000.0,,,268697000000.0,60428000000.0,2673033000000.0,,497295000000.0,299641000000.0,,,36160000000.0,206526000000.0,12589000000.0,,,,,,41577000000.0,41577000000.0,260096000000.0,,15479000000.0,,29679000000.0,23337000000.0,,47869000000.0,55886000000.0,185421000000.0,9751371000000.0,,144617000000.0,458928000000.0,25189000000.0,2705595000000.0,60893000000.0,219241000000.0,,4496000000.0,,11415000000.0,35890000000.0,27676000000.0,,,,65606000000.0,19581000000.0,66879000000.0,,16131000000.0,68276000000.0,,,,43314000000.0,202092000000.0,955004000000.0,,,,2326376000000.0,,,,,,795643000000.0,47869000000.0,,,,15257000000.0,,14459000000.0,291958000000.0,8746630000000.0,,18280000000.0,,,,134701000000.0,834000000.0,12164000000.0,89236000000.0,522959000000.0,,772179000000.0,232562000000.0,1004741000000.0,9751371000000.0,定期报告,未审计,20210423,CNY,合并期末,2021-04-22T19:31:01
20201231,,526301000000.0,,,10959000000.0,,70996000000.0,1231331000000.0,122765000000.0,,26176000000.0,,,,,94003000000.0,,11840000000.0,20219000000.0,,,,,,,,,,2599510000000.0,,,,,161381000000.0,,,267819000000.0,57154000000.0,2624848000000.0,,511386000000.0,277401000000.0,,,37661000000.0,202050000000.0,12561000000.0,65911000000.0,23944000000.0,41967000000.0,118000000.0,,41849000000.0,41849000000.0,253518000000.0,,16172000000.0,,27490000000.0,23031000000.0,,53059000000.0,61901000000.0,184489000000.0,9527870000000.0,,134753000000.0,453677000000.0,41334000000.0,2634361000000.0,37217000000.0,276602000000.0,,5148000000.0,,10001000000.0,43495000000.0,26060000000.0,,,,63806000000.0,15991000000.0,65094000000.0,,48442000000.0,59472000000.0,,,,48579000000.0,205824000000.0,901285000000.0,,,,2218007000000.0,,,,,,768975000000.0,53059000000.0,,,,15620000000.0,,19267000000.0,269309000000.0,8539965000000.0,,18280000000.0,,,,134474000000.0,-6829000000.0,12164000000.0,88789000000.0,521677000000.0,,762560000000.0,225345000000.0,987905000000.0,9527870000000.0,定期报告,是,20220318,CNY,合并期末,2021-02-03T20:11:03
