报告日,资产,货币资金,存放中央银行款项,存放同业款项,结算备付金,贵金属,拆出资金,交易性金融资产,买入返售金融资产,应收票据,应收账款,应收款项融资,预付账款,应收股利,应收利息,应收保费,应收代位追偿款,应收分保账款,应收分保合同准备金,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收保证金,应收投资款项,应收次级债,其他应收款,贴现,发放贷款及垫款净额,存货净额,保费准备金,农险保费准备金,其他保险责任准备金,保单质押贷款,划分为持有待售的资产,可供出售金融资产,长期股权投资,投资性房地产,债权投资,债权计划投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,衍生金融资产,长期应收款,存出资本保证金,固定资产原值,减：累计折旧,固定资产净值,减：固定资产减值准备,在建工程,固定资产净额,固定资产合计,定期存款,合同资产,使用权资产,其中:交易席位费,无形资产,商誉,长期待摊费用,独立账户资产,递延税款借项,其他长期资产,资产总计,负债,短期借款,同业存放款项,拆入资金,吸收存款,交易性金融负债,卖出回购金融资产款,应付票据,应付账款,预收账款,应付手续费及佣金,应付职工薪酬,应交税金,应付利息,应付股利,其他应付款,应付保户红利,应付分保账款,应付赔付款,应付保证金,预收保费,代买卖证券款,代理承销证券款,预计负债,划分为持有待售的负债,衍生金融负债,长期借款,应付债券款,其中：应付次级债,应付债券：优先股,应付债券：永续债,保险合同准备金,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,应付长期保险保障基金,保户储金,独立账户负债,长期应付款,专项应付款,合同负债,租赁负债,长期递延收益,递延税款贷项,其他负债,负债合计,所有者权益,股本,其他权益工具,其中：优先股,其中：永续债,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
20090331,,81705000000.0,,,1173000000.0,,993000000.0,51383000000.0,7707000000.0,,2487000000.0,,,,7655000000.0,5093000000.0,,2181000000.0,11784000000.0,,,,,124000000.0,,,,,90951000000.0,2647000000.0,,,,4013000000.0,,208249000000.0,8771000000.0,6798000000.0,132725000000.0,,,,,,14000000.0,,5860000000.0,,,,,,10564000000.0,10564000000.0,81453000000.0,,,,10998000000.0,617000000.0,,,7254000000.0,6868000000.0,750067000000.0,,5900000000.0,12942000000.0,642000000.0,90172000000.0,,20599000000.0,716000000.0,976000000.0,2130000000.0,1407000000.0,1902000000.0,3913000000.0,1049000000.0,,,12730000000.0,3552000000.0,6512000000.0,11157000000.0,1118000000.0,8380000000.0,,,,243000000.0,6431000000.0,840000000.0,840000000.0,,,452513000000.0,,,,,,7274000000.0,,,,,,,478000000.0,6471000000.0,660047000000.0,,7345000000.0,,,,50494000000.0,,6125000000.0,395000000.0,18455000000.0,-27000000.0,82787000000.0,7233000000.0,90020000000.0,750067000000.0,定期报告,未审计,20090428,CNY,合并期末,2020-03-13T15:26:19
20081231,,51703000000.0,,,1177000000.0,,304000000.0,42954000000.0,13074000000.0,,,,,,6435000000.0,4412000000.0,,3325000000.0,5059000000.0,,,,,108000000.0,,,,,74160000000.0,,,,,3725000000.0,,212236000000.0,6025000000.0,6551000000.0,126502000000.0,,,,,,17000000.0,,5860000000.0,10326000000.0,2564000000.0,7762000000.0,157000000.0,,7605000000.0,7605000000.0,72090000000.0,,,,9500000000.0,617000000.0,,34728000000.0,11679000000.0,4718000000.0,704564000000.0,,3071000000.0,17204000000.0,33000000.0,80649000000.0,,41124000000.0,,,,1243000000.0,2156000000.0,3073000000.0,975000000.0,,,12012000000.0,3649000000.0,5648000000.0,7413000000.0,2210000000.0,6929000000.0,,,,265000000.0,3884000000.0,,,,,320496000000.0,,,,,,83029000000.0,34728000000.0,,,,,,472000000.0,7142000000.0,637405000000.0,,7345000000.0,,,,48506000000.0,,6125000000.0,395000000.0,2194000000.0,-23000000.0,64542000000.0,2617000000.0,67159000000.0,704564000000.0,定期报告,是,20100417,CNY,合并期末,2020-03-13T15:26:19
20080930,,67217000000.0,,,1001000000.0,,459000000.0,69635000000.0,7562000000.0,,,,,,7264000000.0,5166000000.0,,1902000000.0,7174000000.0,,7174000000.0,,,131000000.0,,,,,74728000000.0,,,,,3458000000.0,,189360000000.0,5212000000.0,3659000000.0,129206000000.0,,,,,,32000000.0,,1560000000.0,,,,,,9784000000.0,9784000000.0,59802000000.0,,,,9772000000.0,580000000.0,,,6885000000.0,4836000000.0,666385000000.0,,3608000000.0,4885000000.0,68000000.0,83217000000.0,,30038000000.0,,,,1289000000.0,2551000000.0,1140000000.0,1025000000.0,,,11722000000.0,3130000000.0,5681000000.0,7743000000.0,841000000.0,7135000000.0,,,,189000000.0,3934000000.0,,,,,407064000000.0,,407064000000.0,,,,6701000000.0,,,,,,,667000000.0,6638000000.0,589266000000.0,,7345000000.0,,,,45386000000.0,,8339000000.0,1939000000.0,11695000000.0,-32000000.0,74672000000.0,2447000000.0,77119000000.0,666385000000.0,定期报告,未审计,20081028,CNY,合并期末,2020-03-13T15:26:19
20080630,,69127000000.0,,,3648000000.0,,532000000.0,76070000000.0,8911000000.0,,,,,,6011000000.0,6377000000.0,,1967000000.0,7077000000.0,,,,,167000000.0,,,,,70806000000.0,,,,,2946000000.0,,177647000000.0,3554000000.0,3843000000.0,126397000000.0,,,,,,127000000.0,,1560000000.0,10818000000.0,2432000000.0,8386000000.0,163000000.0,,8223000000.0,8223000000.0,49178000000.0,,,,9695000000.0,722000000.0,,,4022000000.0,4999000000.0,643606000000.0,,3819000000.0,5883000000.0,128000000.0,72949000000.0,,16936000000.0,,,,1387000000.0,3486000000.0,1431000000.0,644000000.0,,,10635000000.0,3392000000.0,6005000000.0,6320000000.0,996000000.0,10821000000.0,,,,120000000.0,3954000000.0,,,,,396274000000.0,,,,,,6856000000.0,,,,,,,641000000.0,7551000000.0,560228000000.0,,7345000000.0,,,,42431000000.0,,8339000000.0,1939000000.0,20971000000.0,-70000000.0,80955000000.0,2423000000.0,83378000000.0,643606000000.0,定期报告,是,20080816,CNY,合并期末,2020-03-13T15:26:19
20080331,,72663000000.0,,,579000000.0,19000000.0,1078000000.0,68924000000.0,11126000000.0,,,,,,5169000000.0,5761000000.0,,2816000000.0,5971000000.0,3259000000.0,2700000000.0,6000000.0,6000000.0,743000000.0,,,,,67123000000.0,,,,,2638000000.0,,182089000000.0,2963000000.0,3835000000.0,127863000000.0,,,,,,19000000.0,,1560000000.0,,,,,,7435000000.0,7435000000.0,48365000000.0,,,,9053000000.0,674000000.0,,,680000000.0,4290000000.0,633436000000.0,,3872000000.0,6856000000.0,98000000.0,64664000000.0,,11856000000.0,,,,1251000000.0,3290000000.0,2111000000.0,630000000.0,,,9490000000.0,4043000000.0,5482000000.0,5475000000.0,1120000000.0,10194000000.0,,,,236000000.0,5491000000.0,,,,,388868000000.0,17784000000.0,8881000000.0,323404000000.0,38799000000.0,,7081000000.0,,,,,,,902000000.0,3735000000.0,536745000000.0,,7345000000.0,,,,54151000000.0,,7629000000.0,1939000000.0,23113000000.0,-79000000.0,94098000000.0,2593000000.0,96691000000.0,633436000000.0,定期报告,未审计,20080430,CNY,合并期末,2020-03-13T15:26:19
20071231,,72740000000.0,,,2027000000.0,,1192000000.0,84938000000.0,36457000000.0,,,,,,4187000000.0,4568000000.0,,2452000000.0,4931000000.0,2615000000.0,2304000000.0,6000000.0,6000000.0,887000000.0,,,,,63125000000.0,,,,,2411000000.0,,178539000000.0,2207000000.0,4051000000.0,127736000000.0,,,,,,177000000.0,,1560000000.0,10430000000.0,2377000000.0,8053000000.0,159000000.0,,7894000000.0,7894000000.0,41731000000.0,,,,3621000000.0,610000000.0,,,87000000.0,3216000000.0,651344000000.0,,3719000000.0,7532000000.0,175000000.0,72133000000.0,,13980000000.0,,,,1104000000.0,4732000000.0,1907000000.0,574000000.0,,,7006000000.0,2656000000.0,5161000000.0,5398000000.0,2981000000.0,14394000000.0,,,,189000000.0,3218000000.0,,,,,380947000000.0,15730000000.0,7645000000.0,320359000000.0,37213000000.0,,5287000000.0,,,,,,,4822000000.0,4211000000.0,542126000000.0,,7345000000.0,,,,72111000000.0,,5655000000.0,395000000.0,21770000000.0,-42000000.0,107234000000.0,1984000000.0,109218000000.0,651344000000.0,定期报告,是,20090409,CNY,合并期末,2020-03-13T15:26:19
20070930,,104374000000.0,,,4772000000.0,,660000000.0,64585000000.0,18650000000.0,,,,,,5044000000.0,4328000000.0,,2053000000.0,5013000000.0,2797000000.0,2204000000.0,6000000.0,6000000.0,990000000.0,,,,,68651000000.0,,,,,2153000000.0,,153085000000.0,1841000000.0,3731000000.0,129090000000.0,,,,,,17000000.0,,1560000000.0,,,,,,6782000000.0,6782000000.0,41043000000.0,,,,917000000.0,475000000.0,,,447000000.0,3461000000.0,623722000000.0,,1358000000.0,7297000000.0,1160000000.0,62872000000.0,,17914000000.0,,,,1185000000.0,5481000000.0,1641000000.0,475000000.0,,,5039000000.0,2490000000.0,4251000000.0,6468000000.0,669000000.0,11988000000.0,,,,384000000.0,1625000000.0,,,,,372382000000.0,15628000000.0,7778000000.0,313429000000.0,35547000000.0,,5570000000.0,,,,,,,5721000000.0,2815000000.0,518785000000.0,,7345000000.0,,,,71506000000.0,,6928000000.0,517000000.0,16968000000.0,-29000000.0,103235000000.0,1702000000.0,104937000000.0,623722000000.0,定期报告,未审计,20071026,CNY,合并期末,2020-03-13T15:26:19
20070630,,83789000000.0,,,1591000000.0,1000000.0,1101000000.0,73436000000.0,12854000000.0,,,,,,4716000000.0,5307000000.0,,2205000000.0,5120000000.0,3048000000.0,2058000000.0,7000000.0,7000000.0,1139000000.0,,,,,58427000000.0,,,,,1799000000.0,,132443000000.0,211000000.0,3789000000.0,130193000000.0,,,,,,16000000.0,,1520000000.0,9399000000.0,2398000000.0,7001000000.0,162000000.0,,6839000000.0,6839000000.0,50503000000.0,,,,922000000.0,475000000.0,,,592000000.0,4155000000.0,583143000000.0,,557000000.0,5318000000.0,1871000000.0,62219000000.0,,22883000000.0,,,,1427000000.0,3381000000.0,1509000000.0,355000000.0,,,4771000000.0,2786000000.0,4274000000.0,5865000000.0,666000000.0,9846000000.0,,,,356000000.0,1636000000.0,,,,,346839000000.0,15653000000.0,7436000000.0,289351000000.0,34399000000.0,,4945000000.0,,,,,,,3555000000.0,3173000000.0,488232000000.0,,7345000000.0,,,,63833000000.0,,6928000000.0,517000000.0,14821000000.0,-48000000.0,93396000000.0,1515000000.0,94911000000.0,583143000000.0,定期报告,是,20070817,CNY,合并期末,2020-03-13T15:26:19
20070331,,47603000000.0,7244000000.0,3351000000.0,1083000000.0,1000000.0,1686000000.0,97514000000.0,3965000000.0,,33000000.0,,,23000000.0,4021000000.0,3459000000.0,18000000.0,1138000000.0,4230000000.0,2569000000.0,1649000000.0,6000000.0,6000000.0,66000000.0,,,2680000000.0,14374000000.0,38065000000.0,,,,,1553000000.0,,100006000000.0,304000000.0,3513000000.0,129832000000.0,,,,,,21000000.0,,1520000000.0,,,,,,4613000000.0,4613000000.0,63039000000.0,,,,1057000000.0,409000000.0,,,852000000.0,1624000000.0,528302000000.0,,535000000.0,4728000000.0,804000000.0,62710000000.0,,8678000000.0,,,,928000000.0,2038000000.0,1366000000.0,314000000.0,,,4425000000.0,1287000000.0,4079000000.0,6991000000.0,637000000.0,6248000000.0,280000000.0,,,167000000.0,1458000000.0,,,,,322491000000.0,13967000000.0,6829000000.0,269314000000.0,32381000000.0,,4541000000.0,,,,,,,1646000000.0,2605000000.0,438956000000.0,,7345000000.0,,,,60899000000.0,,6126000000.0,517000000.0,13030000000.0,-34000000.0,87883000000.0,1463000000.0,89346000000.0,528302000000.0,定期报告,未审计,20070427,CNY,合并期末,2020-03-13T15:26:19
20061231,,42585000000.0,,,875000000.0,111000000.0,1727000000.0,44003000000.0,7251000000.0,,,,,,3249000000.0,3073000000.0,,795000000.0,4161000000.0,2437000000.0,1724000000.0,,,334000000.0,,,,,49152000000.0,,,,,1381000000.0,,95200000000.0,415000000.0,1660000000.0,129250000000.0,,,,,,21000000.0,,1520000000.0,6916000000.0,2212000000.0,4704000000.0,152000000.0,,4552000000.0,4552000000.0,65416000000.0,,,,940000000.0,409000000.0,,,888000000.0,4320000000.0,463288000000.0,,527000000.0,3465000000.0,992000000.0,66725000000.0,,14573000000.0,,,,894000000.0,2133000000.0,1166000000.0,287000000.0,,,4107000000.0,746000000.0,3981000000.0,5485000000.0,1352000000.0,3750000000.0,,,,178000000.0,155000000.0,,,,,298685000000.0,12937000000.0,6480000000.0,248574000000.0,30694000000.0,,4049000000.0,,,,,,,1441000000.0,1971000000.0,416662000000.0,,6195000000.0,,,,23246000000.0,,6120000000.0,517000000.0,9182000000.0,,45260000000.0,1366000000.0,46626000000.0,463288000000.0,定期报告,是,20080320,CNY,合并期末,2020-03-13T15:26:19
20060930,,90799000000.0,38000000.0,796000000.0,624000000.0,,361000000.0,18245000000.0,850000000.0,,34000000.0,,224000000.0,,1931000000.0,3137000000.0,,805000000.0,,,,,,61000000.0,,,1661000000.0,,1934000000.0,107000000.0,,,,1220000000.0,,,7896000000.0,,166221000000.0,,,,,,,,1240000000.0,7833000000.0,2451000000.0,5382000000.0,353000000.0,1297000000.0,5029000000.0,6326000000.0,,,,,150000000.0,,34000000.0,20216000000.0,80000000.0,34000000.0,332893000000.0,,800000000.0,194000000.0,79000000.0,64000000.0,,3271000000.0,,,,711000000.0,1064000000.0,969000000.0,,86000000.0,1617000000.0,3688000000.0,753000000.0,,245859000000.0,618000000.0,3003000000.0,,,,,155000000.0,,,,,257757000000.0,8538000000.0,5960000000.0,213317000000.0,29942000000.0,115000000.0,38000000.0,20216000000.0,,,,,,,1000000.0,297936000000.0,,6195000000.0,,,,15163000000.0,,5526000000.0,59000000.0,7021000000.0,,34359000000.0,598000000.0,34957000000.0,332893000000.0,招股说明书/意向书,是,20070202,CNY,合并期末,2020-03-13T15:26:19
20051231,,80325320000.0,20271000.0,426491000.0,176987000.0,,131394000.0,16532789000.0,,,36000000.0,,226016000.0,,438098000.0,748808000.0,,720124000.0,44000.0,,,,,42120000.0,,,467481000.0,,530549000.0,92967000.0,,,,864483000.0,,,3337096000.0,,151965803000.0,,,,,,,,1240000000.0,7070964000.0,2234777000.0,4836187000.0,323275000.0,1318974000.0,4512912000.0,5831813000.0,,,,,151583000.0,,36915000.0,15897584000.0,20487000.0,38839000.0,288103742000.0,,,36376000.0,,18077000.0,,7095400000.0,,,,632897000.0,617908000.0,672725000.0,5134000.0,75909000.0,1355709000.0,2864005000.0,532903000.0,,210155099000.0,1879808000.0,1729716000.0,,,,,,,,,,218833635000.0,6240733000.0,4928257000.0,183096087000.0,24568558000.0,60110000.0,40101000.0,15897584000.0,,,,,,,1862000.0,254914896000.0,,6195053000.0,,,,15162575000.0,,5526410000.0,35679000.0,5349779000.0,,32664006000.0,524840000.0,33188846000.0,288103742000.0,定期报告,是,20070412,CNY,合并期末,2020-03-13T15:26:19
20041231,,95342000000.0,4000000.0,559000000.0,90000000.0,,,4099000000.0,,,35000000.0,,86000000.0,,718000000.0,617000000.0,,381000000.0,,,,,,20000000.0,,,286000000.0,,130000000.0,84000000.0,,,,545000000.0,,,563000000.0,,110479000000.0,,,,,,,,1200000000.0,6949000000.0,2017000000.0,4932000000.0,301000000.0,861000000.0,4631000000.0,5493000000.0,,,,,110000000.0,,46000000.0,12903000000.0,12000000.0,91000000.0,238967000000.0,,,,,29000000.0,,601000000.0,,,,556000000.0,400000000.0,691000000.0,,74000000.0,2773000000.0,1977000000.0,477000000.0,,174654000000.0,1627000000.0,1814000000.0,,,,,,,,,,181467000000.0,4869000000.0,3874000000.0,154098000000.0,18626000000.0,827000000.0,43000000.0,12903000000.0,,,,,,,2000000.0,208338000000.0,,6195000000.0,,,,15147000000.0,,5025000000.0,,3415000000.0,,30177000000.0,452000000.0,30629000000.0,238967000000.0,招股说明书/意向书,是,20070202,CNY,合并期末,2020-03-13T15:26:19
20031231,,85883000000.0,,,336000000.0,,,5991000000.0,2968000000.0,,15000000.0,,174000000.0,,579000000.0,439000000.0,,173000000.0,,,,,,16000000.0,,,704000000.0,,21000000.0,84000000.0,,,,297000000.0,,,509000000.0,,65228000000.0,,,,,,,,1200000000.0,6745000000.0,1692000000.0,5053000000.0,213000000.0,780000000.0,4840000000.0,5621000000.0,,,,,59000000.0,,159000000.0,10059000000.0,22000000.0,95000000.0,182657000000.0,,,,,,,200000000.0,,,,497000000.0,202000000.0,508000000.0,,,1596000000.0,1189000000.0,420000000.0,,140565000000.0,2129000000.0,2195000000.0,,,,,,,,,,145920000000.0,3833000000.0,3102000000.0,125648000000.0,13337000000.0,710000000.0,49000000.0,10059000000.0,,,,,,,2000000.0,167414000000.0,,4933000000.0,,,,3130000000.0,,4634000000.0,,1790000000.0,,14882000000.0,361000000.0,15243000000.0,182657000000.0,招股说明书/意向书,是,20070202,CNY,合并期末,2020-03-13T15:26:19
20021231,,77219990064.0,,,,,,7788819782.0,9348752463.0,,90031007.0,,88649681.0,,572964127.0,557414946.0,,242859403.0,45521.0,,,,,,,,479700719.0,,47013315.0,87317646.0,,,,145731562.0,,,614468939.0,,27680912891.0,,,,,,,,444000000.0,6101050628.0,1291470828.0,4809579800.0,171560897.0,669002713.0,4638018903.0,5308359028.0,,,,,34828945.0,,293851947.0,8005942452.0,51471799.0,167198634.0,144756456689.0,,316640.0,,,,,8312949150.0,,,,543791849.0,222200368.0,760886293.0,,487628.0,1365125733.0,237496112.0,,,102184418039.0,2604105123.0,,,,,,,,,,,107084852196.0,3680738572.0,2389430193.0,100610758230.0,403925201.0,618234950.0,67661768.0,8289809471.0,,,,,,,13041389.0,131374393832.0,,2466666667.0,,,,5596276418.0,,3260943409.0,,1550901194.0,,13269297224.0,112765633.0,13382062857.0,144756456689.0,定期报告,是,20030528,CNY,合并期末,2020-03-13T15:26:19
20011231,,50668478262.0,,,,,32619740.0,3532262413.0,6019964969.0,,126441159.0,,76628545.0,,125257015.0,466978393.0,,476988256.0,,,,,,,,,279639678.0,,140930712.0,73619757.0,,,,83389146.0,,,740936745.0,,20300546609.0,,,,,,,,444000000.0,5163574058.0,987155673.0,4176418385.0,68974920.0,366525009.0,4107443465.0,4476203763.0,,,,,167117879.0,,266256200.0,4979034563.0,85567416.0,228873563.0,95033544735.0,,581542.0,,,,,3000000000.0,,,,588956537.0,243598473.0,544246258.0,,266809704.0,1283431548.0,125631706.0,,,70478096812.0,1529946983.0,,,,,,,,,,,74410448809.0,2800215728.0,1911947275.0,69692491003.0,5794803.0,538305675.0,80366103.0,5081651024.0,,,,,,,16364824.0,88748400119.0,,2220000000.0,,,,581880853.0,,2987254963.0,,,,6183645352.0,101499264.0,6285144616.0,95033544735.0,定期报告,是,20030528,CNY,合并期末,2020-03-13T15:26:19
20001231,,28923000000.0,,,,,533000000.0,8891000000.0,,,,,,,279000000.0,405000000.0,,227000000.0,,,,,,4403000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544000000.0,4544000000.0,,,,,,,,,,16551000000.0,65225000000.0,,,,,,,,,,,,,,,,,,11000000.0,,47395000000.0,,,,,,,,,,,,51123000000.0,2304000000.0,1424000000.0,47395000000.0,,474000000.0,103000000.0,,,,,,,,7514000000.0,59418000000.0,,2220000000.0,,,,582000000.0,,1270000000.0,,1271000000.0,,5738000000.0,69000000.0,5807000000.0,65225000000.0,其他,未审计,20010430,CNY,合并期末,2020-03-13T15:26:19
19991231,,12306000000.0,,,,,816000000.0,3937000000.0,,,502640000.0,,66200000.0,,322000000.0,331000000.0,,181000000.0,,,,,,2729000000.0,,,,,402910000.0,,,,,,,,,,,,,,,,,,,,,,,,4334000000.0,4334000000.0,,,,,,,,,,20084000000.0,45036000000.0,,,,,,,,,,,,,,,,466960000.0,,11000000.0,,32335000000.0,,,,,,,,,,,,35538000000.0,1905000000.0,1298000000.0,32335000000.0,,430000000.0,100000000.0,,,,,,,,4111000000.0,40273000000.0,,2220000000.0,,,,581000000.0,,989000000.0,,536000000.0,,4722000000.0,41000000.0,4763000000.0,45036000000.0,其他,未审计,20010430,CNY,合并期末,2020-03-13T15:26:19
19981231,,8432960000.0,,,,,1084400000.0,14981210000.0,,,482190000.0,,63380000.0,,57900000.0,336980000.0,,131510000.0,,,,,,1147490000.0,,,,,423870000.0,,,,,,,,96860000.0,,13348770000.0,,,,,,,,,1774470000.0,286130000.0,1488340000.0,,2856510000.0,4197640000.0,4197640000.0,,,,,,,,,232460000.0,2494960000.0,32558610000.0,,,,,,,,,,,,,37880000.0,,,354170000.0,,8930000.0,,22386060000.0,,,,,,,,,,,,25122980000.0,1571700000.0,1165220000.0,22386060000.0,,394011000000.0,307500000.0,,,,,,,,2150550000.0,28407620000.0,,2220000000.0,,,,547060000.0,,685600000.0,,425860000.0,,4150990000.0,,4150990000.0,32558610000.0,其他,未审计,20000430,CNY,合并期末,2020-03-13T15:26:19
19971231,,1720370000.0,,,,,3865520000.0,234470000.0,,,,,,,58870000.0,346710000.0,,177080000.0,,,,,,434300000.0,,,,,,,,,,,,,,,10777260000.0,,,,,,,,,1521400000.0,194040000.0,1327360000.0,,230060000.0,1327360000.0,1557420000.0,,,,,,,,,194060000.0,4780000.0,21493560000.0,,,,,,,,,,,,,68860000.0,,,,,2470000.0,,,,,,,,,,,,,,2514590000.0,1453080000.0,1061510000.0,,,237460000.0,435980000.0,,,,,,,,1326490000.0,17969420000.0,,2220000000.0,,,,571080000.0,,172460000.0,,134950000.0,,3524140000.0,,3524140000.0,21493560000.0,其他,未审计,19990430,CNY,合并期末,2020-03-13T15:26:19
