报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,租赁收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益/(损失),汇兑收益,其他业务收入,资产处置收益,其他收益,营业总收入,营业支出,营业费用,营业税金及附加,业务及管理费用,管理费用,财务费用,研发费用,营业总成本,资产减值损失,信用减值损失,其他资产减值损失,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
19981231,238458125.62,,,,,,,,7419657.51,,,,,,,,,386125283.24,96017942.17,68154745.42,15303719.12,70233109.21,,10481113.84,,329740616.56,,,,,65902573.69,682718.49,,551274.39,,66034017.79,13705064.03,52328953.76,,,52328953.76,,-19426784.31,,32902169.45,5232895.38,5232895.38,,,,,22436378.69,,,,,22436378.69,,,,,,,,,,,,,,,,,,,,,,,其他,是,20000411,CNY,合并期末,2020-03-13T15:58:08
19980630,120821552.67,,,,,,,,3627131.2,,,,,,,,,202012733.92,40614771.76,28975295.09,7088963.28,28975295.09,,,,158958892.69,,,,,46680972.43,752970.61,,68170.85,,47365772.19,6903014.6,40642757.59,,,40642757.59,,124398.34,,40587155.93,,,,,,,40587155.93,,,,,40587155.93,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19990817,CNY,合并期末,2020-03-13T15:58:08
19971231,201347254.34,-4400726.69,103075474.5,107476201.19,57076818.19,61162247.09,4085428.9,49160.0,5766677.91,,,,,3460951.69,5166486.85,,,,89259734.7,,12800784.47,68044727.95,,,,,,,,2026513.88,35628569.41,1737848.9,,1467856.77,,35898561.54,7206011.39,28692550.15,,,28692550.15,,263552.1,,28956102.25,2869255.02,2582329.51,,,,,23504517.72,,,23389478.63,,115039.09,,,,,,,,,,,,,,,,,,,,,,,其他,是,19990329,CNY,合并期末,2020-03-13T15:58:08
19970630,102108647.21,,,,,,,,1000000.0,,,,,,,,,192528290.18,42722087.02,,6157267.41,36564819.61,,,,,,,,,22821740.58,812206.12,,225931.7,,23408015.0,4308044.94,19100970.06,,,19100970.06,,263552.1,,19364522.16,,,,,,,19364522.16,,,,,19364522.16,,,,,,,,,,,,,,,,,,,,,,,其他,是,19980815,CNY,合并期末,2020-03-13T15:58:08
19961231,89612865.95,10806004.82,137223020.59,126417015.77,39915088.87,39998512.58,83423.71,71840.0,1021303.53,,,,,118466749.83,269876802.91,,,468748991.77,82751855.55,50577523.68,26185485.43,50577523.68,,,,452860188.8,,,,5988846.44,28870425.94,872163.96,,267668.41,,28602757.53,4369001.52,24233756.01,,,24233756.01,,1267139.4,-3412.57,25497482.84,2423375.6,2181038.04,,,,,20893069.2,,,20893069.2,,20893069.2,,,,,,,,,,,,,,,,,,,,,,,其他,是,19980427,CNY,合并期末,2020-03-13T15:58:08
19960630,105805010.61,,,,,,,,321226.55,,,,,,,,,105483784.06,,,,,,,,,,,,,22457343.86,,,,,22457343.86,3320417.6,19136926.26,,,19136926.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19970809,CNY,合并期末,2020-03-13T15:58:08
19951231,145563955.01,17622444.01,141216506.78,123594062.77,9202216.85,9947344.83,745127.98,517525.27,9774047.45,,,,,3093515.18,105354206.25,,,,121039913.04,,7154741.62,35844889.65,,,,,,,,78040281.77,24524041.97,475841.53,,507167.21,,24492716.29,1094307.7,23398408.59,,,23398408.59,,205556.6,,23591751.85,4445697.63,,,,,,19146054.22,,,17878914.87,,1267139.4,,,,,,,,,,,,,,,,,,,,,,,其他,是,19970426,CNY,合并期末,2020-03-13T15:58:08
19950630,167923152.01,,,,,,,,9709950.45,,,,,,,,,158213201.56,,,,,,,,,,,,,31442845.41,55848.86,,22984.63,,31442845.41,3259934.24,28182911.17,,,28182911.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960826,CNY,合并期末,2020-03-13T15:58:08
19941231,176094480.89,39582793.89,142126891.88,102544097.99,33606519.36,34381096.86,774577.5,642678.59,18523253.95,,,,,4648652.69,79090582.41,,,426489565.4,95684418.38,35749784.15,4491688.75,35749784.15,,,,337396976.01,,,,55442945.48,80310062.51,261484.21,,436299.17,,80135247.55,8192528.81,71942718.74,,,71942718.74,,541153.96,,72483872.7,17266252.5,,,,,,55217620.2,,,55012063.6,,205556.6,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19960420,CNY,合并期末,2020-03-13T15:58:08
19940630,104182467.69,,,,,,,,15358220.89,,,,,,,,,88824246.8,,,,,,,,,,,,,42056630.33,114566.69,,162546.05,,42008650.97,4009564.51,38079086.46,,,38079086.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19950822,CNY,合并期末,2020-03-13T15:58:08
19931231,86711500.0,,,,,,,,,,,,,,,,,86711500.0,,,,,,,,,,,,,46559200.0,,,,,46559200.0,,46559200.0,,,46559200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19950318,CNY,合并期末,2020-03-13T15:58:08
19930630,27606163.14,,21215628.54,7743343.74,,,,,,,,,,,,,,49876329.61,10364255.9,2620912.16,,,,,,20728511.8,,,,,17241907.24,52129.6,,29733.35,,17264303.49,,17264303.49,,,17264303.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,19940114,CNY,合并期末,2020-03-13T15:58:08
19921231,24601363.21,,24208476.68,4309494.6,,,,,,,,,,,,,,48817339.89,6343934.18,1934639.58,304326.8,,,,,12892395.16,,,,,17953102.23,80650.0,,2430.47,,18031321.76,,18031321.76,,,18031321.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19921231,CNY,合并期末,2020-03-13T15:58:08
19911231,12524819.29,,9802208.85,11084443.93,,,,,148319.79,,,,,,,,,22247761.39,12375530.77,1027378.51,190538.6,,,,,24677891.81,,,,,107069.71,,,4664.65,,102405.06,,102405.06,,,102405.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19911231,CNY,合并期末,2020-03-13T15:58:08
19901231,16228086.8,,10566716.61,14603178.91,,,,,339046.17,,,,,,,,,26771460.57,15678820.29,947838.01,334377.11,,,,,31564214.32,,,,,553935.57,3600.0,,888.0,,556647.57,,556647.57,,,556647.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19901231,CNY,合并期末,2020-03-13T15:58:08
