报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,租赁收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益/(损失),汇兑收益,其他业务收入,资产处置收益,其他收益,营业总收入,营业支出,营业费用,营业税金及附加,业务及管理费用,管理费用,财务费用,研发费用,营业总成本,资产减值损失,信用减值损失,其他资产减值损失,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,1917451056.65,449938866.12,718867251.55,268928385.43,1032699389.78,1039501872.91,6802483.13,,508004859.65,,,,-74889706.98,,713390.97,97065.39,887191.72,,819884854.38,,17637522.07,530562223.29,,,,,,271187565.92,,497543.1,1097566202.27,9703.95,,522672.29,,1097053233.93,264877889.0,832175344.93,832175344.93,,832175344.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832175344.93,832175344.93,,0.1627,0.1627,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T18:58:02
20230630,1255722039.9,312916971.01,464776005.0,151859033.99,605276186.5,610256492.2,4980305.7,,278025334.77,,,,58214107.4,,402248.5,,887191.72,,456055889.08,,11802884.3,308536949.45,,,,,,135384359.93,,331695.4,799666150.82,803.26,,210841.29,,799456112.79,200135365.73,599320747.06,599320747.06,,599320747.06,,3569253018.36,,4168573765.42,,,,,,,4168573765.42,,,153419110.74,,4015154654.68,,,,,,,,,,,,,,,,,,599320747.06,599320747.06,,0.1172,0.1172,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T19:58:02
20230331,603817495.84,142827849.02,232554628.38,89726779.36,273968388.08,274081297.56,112909.48,,141998496.63,,,,43809036.18,,326534.21,,887191.72,,158048345.46,,5878249.84,177668210.98,,,,,,-25663963.06,,165847.7,445769150.38,0.46,,202823.96,,445566326.88,111489883.77,334076443.11,334076443.11,,334076443.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334076443.11,334076443.11,,0.0653,0.0653,定期报告,未审计,20240426,CNY,合并期末,2023-04-27T22:53:04
20221231,1925914104.39,585419945.5,751272443.85,165852498.35,1382761466.88,1386339007.83,3577540.95,,201975623.84,-156973.2,,,-250647721.54,,583118.19,-167168.2,5988839.72,,807941210.0,,19062101.12,531394163.13,,,,,,255528156.87,1293398.08,663390.8,1117972894.39,97417.02,,3507354.43,,1114562956.98,276581217.27,837981739.71,837981739.71,,837981739.71,,3042522239.04,,3880503978.75,83797832.81,,66633825.8,41898916.4,,,3688173403.74,,,118920385.38,,3569253018.36,-243626376.5,-243626376.5,-243626376.5,,,-243626376.5,,,,,,,,,,,,594355363.21,594355363.21,,0.2114,0.2114,定期报告,是,20240318,CNY,合并期末,2023-04-27T22:53:04
20220930,1271232081.7,364210967.29,542112310.65,177901343.36,980762335.81,983191963.41,2429627.6,,92318400.38,-156973.2,,,-172559260.39,,492249.99,18548.9,5988839.72,,451120244.41,,13509788.67,315222989.83,,,,,,121889922.81,,497543.1,820111837.29,0.08,,1454401.62,,818657435.75,204899781.31,613757654.44,613757654.44,,613757654.44,,,,,,,,,,,,,,,,,-26141855.95,-26141855.95,-26141855.95,,,-26141855.95,,,,,,,,,,,,587615798.49,587615798.49,,0.1548,0.1548,定期报告,未审计,20231030,CNY,合并期末,2022-10-23T15:48:04
20220630,970567792.3,202780321.86,346105797.45,143325475.59,661323403.62,661771182.3,447778.68,,86423008.6,-119594.43,,,18691608.07,,461761.53,18548.9,869139.72,,348207530.57,,9094187.61,203633369.89,,,,,,135148277.67,,331695.4,622360261.73,0.08,,1372433.82,,620987827.99,155386184.88,465601643.11,465601643.11,,465601643.11,,3042522239.04,,3508123882.15,,,,,,,3508123882.15,,,118920385.38,,3389203496.77,-26141855.95,-26141855.95,-26141855.95,,,-26141855.95,,,,,,,,,,,,439459787.16,439459787.16,,0.1175,0.1175,定期报告,未审计,20230828,CNY,合并期末,2022-08-29T19:38:07
20220331,326141550.84,88850956.84,184345398.16,95494441.32,314962937.67,315297126.36,334188.69,,42511162.27,-62372.62,,,-121107861.23,,36666.67,18548.9,869139.72,,90332970.98,,4434407.28,94937308.16,,,,,,-9204592.16,,165847.7,235808579.86,,,1052570.0,,234756009.86,58770257.38,175985752.48,175985752.48,,175985752.48,,,,,,,,,,,,,,,,,-26141855.95,-26141855.95,-26141855.95,,,-26141855.95,,,,,,,,,,,,149843896.53,149843896.53,,0.0444,0.0444,定期报告,未审计,20230428,CNY,合并期末,2022-04-27T19:33:03
20211231,1908556376.16,294767191.47,544971961.21,250204769.74,1215720267.11,1216622455.73,902188.62,,240886314.96,-270623.82,,,131170665.81,,1835612.92,18043220.81,6133103.08,,931068139.02,,19060602.92,517464450.07,,,,,,393716895.79,,826190.24,977488237.14,96552.18,,163678.06,,977421111.26,245196456.72,732224654.54,732224654.54,,732224654.54,,2566296221.27,,3298520875.81,73222465.45,,27332733.38,36611232.73,,,3161354444.25,,,118832205.21,,3042522239.04,-156295058.87,-156295058.87,-156295058.87,,,-156295058.87,,,,,,,,,,,,575929595.67,575929595.67,,0.1847,0.1847,定期报告,是,20230428,CNY,合并期末,2022-04-27T19:33:03
20210930,1474287319.87,174301780.99,379546580.82,205244799.83,918058836.67,918674851.5,616014.83,,139094274.71,-208944.88,,,217026733.51,,1640565.3,18032025.61,6133103.08,,698868326.81,,14038532.9,446853915.71,,,,,,237315535.66,,660342.54,775418993.06,96552.18,,51449.88,,775464095.36,191195636.6,584268458.76,584268458.76,,584268458.76,,,,,,,,,,,,,,,,,-155933851.64,-155933851.64,-155933851.64,,,-155933851.64,,,,,,,,,,,,428334607.12,428334607.12,,0.1474,0.1474,定期报告,未审计,20221024,CNY,合并期末,2021-10-27T17:18:03
20210630,939408114.72,76887884.97,240313471.32,163425586.35,625994629.72,626437153.19,442523.47,,110604476.62,-142925.63,,,103497732.23,,1225902.95,18064385.15,3133103.08,,353702027.55,,9203530.25,197040871.27,,,,,,147017397.67,,440228.36,585706087.17,0.18,,47452.7,,585658634.65,146614911.51,439043723.14,439043723.14,,439043723.14,,2566296221.27,,3005339944.41,,,,,,,3005339944.41,,,118832205.21,,2886507739.2,-38798096.74,-38798096.74,-38798096.74,,,-38798096.74,,,,,,,,,,,,400245626.4,400245626.4,,0.1108,0.1108,定期报告,未审计,20220830,CNY,合并期末,2021-08-22T16:13:03
20210331,347846593.63,19904565.95,119766462.99,99861897.04,317027244.04,317112273.19,85029.15,,9157941.5,-25291.61,,,-18517501.41,,1076855.32,18064385.15,1133103.08,,116472054.52,,5279974.95,105123214.55,,,,,,5848750.84,,220114.18,231374539.11,,,47452.7,,231327086.41,58495496.78,172831589.63,172831589.63,,172831589.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172831589.63,172831589.63,,0.0436,0.0436,定期报告,未审计,20220428,CNY,合并期末,2021-04-27T19:08:02
20201231,2125822543.78,179383857.85,459982027.77,280598169.92,1212519415.08,1214089072.47,1569657.39,,462766105.23,-229199.58,,,268131562.75,,2247854.62,265.23,773483.02,,1204121007.36,,18688604.59,646383641.8,,,,,,533824835.93,,5223925.04,921701536.42,1931439.18,,5559469.0,,918073506.6,232382731.97,685690774.63,685690774.63,,685690774.63,,2102379448.21,,2788070222.84,68569077.46,,,34284538.73,,,2685216606.65,,,118920385.38,,2566296221.27,250914348.87,250914348.87,250914348.87,,,250914348.87,,,,,,,,,,,,936605123.5,936605123.5,,0.173,0.173,定期报告,是,20220428,CNY,合并期末,2021-04-27T19:28:03
20200930,1555993127.82,145061598.64,340916215.85,195854617.21,906626059.52,907655138.58,1029079.06,,326341227.99,-235347.81,,,174901846.01,,2278588.41,10324.23,773483.02,,834508095.99,,13785622.18,491030753.08,,,,,,325773776.95,,3917943.78,721485031.83,48099.56,,5559469.0,,715973662.39,177905853.9,538067808.49,538067808.49,,538067808.49,,,,,,,,,,,,,,,,,250914348.87,250914348.87,250914348.87,,,250914348.87,,,,,,,,,,,,788982157.36,788982157.36,,0.1357,0.1357,定期报告,未审计,20211028,CNY,合并期末,2021-10-27T17:18:03
20200630,925876433.81,78145619.22,217373996.46,139228377.24,579120178.48,579461545.35,341366.87,,190552434.45,-42934.58,,,76041038.85,,1233355.56,10324.23,773483.02,,373185662.81,,8533541.97,304337672.28,,,,,,57702486.04,,2611962.52,552690771.0,46748.5,,5539469.0,,547198050.5,139139702.41,408058348.09,408058348.09,,408058348.09,,2102379448.21,,2510437796.3,,,,,,,2510437796.3,,,118920385.38,,2391517410.92,250914348.87,250914348.87,250914348.87,,,250914348.87,,,,,,,,,,,,658972696.96,658972696.96,,0.1029,0.1029,定期报告,未审计,20210823,CNY,合并期末,2020-08-19T21:18:02
20200331,408946780.08,70637810.16,108196707.1,37558896.94,314868336.18,314997078.76,128742.58,,43140412.22,-19560.55,,,-21562979.39,,1079393.66,10324.23,773483.02,,123164161.13,,3870588.76,113253281.1,,,,,,4742285.22,,1298006.05,285782618.95,0.14,,5122899.0,,280659720.09,70246501.48,210413218.61,210413218.61,,210413218.61,,,,,,,,,,,,,,,,,-84622799.45,-84622799.45,-84622799.45,,,-84622799.45,,,,,,,,,,,,125790419.16,125790419.16,,0.0531,0.0531,定期报告,未审计,20210428,CNY,合并期末,2020-04-28T03:43:02
20191231,1755654630.76,240326605.33,355172490.03,114845884.7,926917464.18,927603459.93,685995.75,,411641974.85,-986071.46,,,172358260.39,,2024093.26,-13767.25,2400000.0,,993297223.32,,13554051.69,529900030.49,,,,,,444938224.54,,4904916.6,762357407.44,874723.04,,2980249.39,,760251881.09,178723897.24,581527983.85,581527983.85,,581527983.85,,1687360918.86,,2268888902.71,58152798.39,,,29076399.19,,,2181659705.13,,,79280256.92,,2102379448.21,142422932.45,142422932.45,142422932.45,,,142422932.45,,,,,,,,,,,,723950916.3,723950916.3,,0.1467,0.1467,定期报告,是,20210428,CNY,合并期末,2020-04-28T03:43:02
20190930,1295423566.66,198367280.81,252243897.74,53876616.93,691733025.45,692391766.7,658741.25,,259685847.06,-843785.99,,,141302813.94,,1948366.65,-13767.25,2400000.0,,695194249.11,,9281289.31,383694274.49,,,,,,298539997.86,,3678687.45,600229317.55,9256.08,,2861730.53,,597376843.1,138240339.16,459136503.94,459136503.94,,459136503.94,,,,,,,,,,,,,,,,,44939122.65,44939122.65,44939122.65,,,44939122.65,,,,,,,,,,,,504075626.59,504075626.59,,0.1158,0.1158,定期报告,未审计,20201029,CNY,合并期末,2020-03-13T15:58:08
20190630,831901802.48,108837443.83,145995841.51,37158397.68,417083232.77,417722215.62,638982.85,,164864326.49,-862487.07,,,138986107.86,,1130691.53,,1000000.0,,370853942.32,,6040677.89,297470347.81,,,,,,64890458.32,,2452458.3,461047860.16,150.22,,1577660.0,,459470350.38,111595534.77,347874815.61,347874815.61,,347874815.61,,,,,,,,,,,,,,,,,-38243559.63,-38243559.63,-38243559.63,,,-38243559.63,,,,,,,,,,,,309631255.98,309631255.98,,0.0878,0.0878,定期报告,未审计,20200820,CNY,合并期末,2020-03-13T15:58:08
20190331,549559432.78,60771833.59,84562374.03,23790540.44,206240408.29,206856474.11,616065.82,,82382737.76,,,,199311244.66,,853208.48,,,,204279293.21,,3090758.21,165912897.52,,,,,,34049408.33,,1226229.15,345280139.57,100.01,,34218.0,,345246021.58,103350196.12,241895825.46,241895825.46,,241895825.46,,,,,,,,,,,,,,,,,1088287.95,1088287.95,1088287.95,,,1088287.95,,,,,,,,,,,,242984113.41,242984113.41,,0.061,0.061,定期报告,未审计,20200428,CNY,合并期末,2020-03-13T15:58:08
20181231,1027334487.8,74462640.06,176108865.57,101646225.51,955431361.26,978521059.53,23089698.27,,71599785.88,-432943.48,,,-76725595.32,,2566295.92,,,,602016542.06,,12232504.15,345135650.57,,,,,239743470.74,,,4904916.6,425317945.74,46514.6,,241644.3,,425122816.04,105648594.95,319474221.09,319474221.09,,319474221.09,,1717576317.89,,2037050538.98,31947422.11,,,15973711.05,,,1989129405.82,,,61809834.64,,1927319571.18,-14819597.18,-14819597.18,,,,,,-14819597.18,,-14819597.18,,,,,,,,304654623.91,304654623.91,,0.0912,0.0912,定期报告,是,20200428,CNY,合并期末,2020-03-13T15:58:08
20161231,1013572110.4,172195056.04,208088999.36,35893943.32,563180801.02,570358929.39,7178128.37,,293562095.24,,,,-18973173.23,,3607331.33,,,,329015899.06,,29737229.15,287291652.69,,,,,10339701.83,,,1647315.39,684556211.34,1031500.0,,44032.0,,685543679.34,170306110.55,515237568.79,,,515237568.79,,1133482546.51,,1648720115.3,51523756.89,,31019520.28,25761878.44,,,1540414959.69,,,46357375.98,,1494057583.71,-394660770.01,-394660770.01,,,,,,-394660770.01,,-394660770.01,,,,,,,,120576798.78,,,0.1667,0.1667,定期报告,是,20170307,CNY,合并期末,2020-03-13T15:58:08
20160930,752806706.9,158710104.65,170166703.8,11456599.15,360534137.27,367119226.11,6585088.84,,233726835.88,,,,-3193944.2,,3029573.3,,,,285976286.11,,25516821.93,228407028.57,,,,,31631349.37,,,421086.24,466830420.79,1031500.0,,44032.0,,467817888.79,117372380.51,350445508.28,,,350445508.28,,,,,,,,,,,,,,,,,-392129485.68,-392129485.68,,,,,,-392129485.68,,-392129485.68,,,,,,,,-41683977.4,-41683977.4,,0.1134,0.1134,定期报告,未审计,20161031,CNY,合并期末,2020-03-13T15:58:08
20160630,560999432.73,107797770.88,110911596.44,3113825.56,261898945.54,268192593.7,6293648.16,,192128114.99,,,,-3147388.64,,2321989.96,,,,185635463.45,,24042401.21,166422697.3,,,,,-5110359.22,,,280724.16,375363969.28,1021500.0,,44032.0,,376341437.28,93364675.46,282976761.82,,,282976761.82,,1133482546.51,,1416459308.33,,,,,,,1416459308.33,,,46357375.98,,1370101932.35,-274554043.98,-274554043.98,,,,,,-274554043.98,,-274554043.98,,,,,,,,8422717.84,8422717.84,,0.0916,0.0916,定期报告,未审计,20160831,CNY,合并期末,2020-03-13T15:58:08
20160331,347245288.18,56470192.22,59534409.54,3064217.32,142307585.48,147487133.3,5179547.82,,151584849.08,,,,-3966025.0,,848686.4,,,,154016771.1,,19670162.69,134673017.06,,,,,-466770.73,,,140362.08,193228517.08,1500.0,,44032.0,,193185985.08,48427503.88,144758481.2,,,144758481.2,,,,,,,,,,,,,,,,,-243821122.43,-243821122.43,,,,,,-243821122.43,,-243821122.43,,,,,,,,-99062641.23,,,0.0468,0.0468,定期报告,未审计,20160429,CNY,合并期末,2020-03-13T15:58:08
20151231,1150972386.44,170949109.55,220070715.62,49121606.07,451036063.82,456493217.81,5457153.99,,525002170.58,,,,-5359012.01,,9344054.5,,,,543268016.85,,69366011.8,306446089.74,,,,,165367688.84,,,2088226.47,607704369.59,612001.37,,146731.95,26754.75,608169639.01,154218420.32,453951218.69,,,453951218.69,,827617733.07,,,45395121.87,,43553701.83,22697560.93,,,,,,36440020.62,,1133482546.51,256036663.1,256036663.1,,,,,,256036663.1,,256036663.1,,,,,,,,709987881.79,,,0.1827,0.1827,定期报告,是,20170307,CNY,合并期末,2020-03-13T15:58:08
20150930,919832361.15,134759397.4,167149400.38,32390002.98,317561699.83,319935572.5,2373872.67,,467602897.43,,,,-9250182.01,,9158548.5,,,,462346693.33,,54796592.04,250124313.93,,,,,156577353.42,,,848433.94,457485667.82,44001.37,,32131.95,12154.75,457497537.24,114882685.44,342614851.8,,,342614851.8,,,,,,,,,,,,,,,,,-26767899.7,-26767899.7,,,,,,-26767899.7,,-26767899.7,,,,,,,,315846952.1,315846952.1,,0.141,0.141,定期报告,未审计,20161031,CNY,合并期末,2020-03-13T15:58:08
20150630,719337127.09,107709902.6,121332428.29,13622525.69,210762629.1,212291703.82,1529074.72,,401600530.69,,,,-9333911.8,,8597976.5,,,,333659864.48,,42317115.81,142503512.57,,,,,148164041.78,,,675194.32,385677262.61,44001.37,,32131.95,12154.75,385689132.03,96778521.43,288910610.6,,,288910610.6,,827617733.07,,,,,,,,,,,,36440020.62,,1080088323.05,301356972.66,301356972.66,,,,,,301356972.66,,301356972.66,,,,,,,,590267583.26,590267583.26,,0.1189,0.1189,定期报告,未审计,20160831,CNY,合并期末,2020-03-13T15:58:08
20150331,169793415.28,61619146.33,61683350.62,64204.29,82363123.13,83830703.37,1467580.24,,13058253.73,,,,4330915.59,,8421976.5,,,,69056949.2,,9512781.93,59252830.58,,,,,-46260.47,,,337597.16,100736466.08,,,19977.2,,100716488.88,25490439.12,75226049.76,,,75226049.76,,,,,,,,,,,,,,,,,192620367.87,192620367.87,,,,,,192620367.87,,192620367.87,,,,,,,,267846417.63,,,0.031,0.031,定期报告,未审计,20160429,CNY,合并期末,2020-03-13T15:58:08
20141231,835478992.49,273851296.71,274288482.05,437185.34,447437389.34,447581318.73,143929.39,,112167573.05,,,,-4922306.11,,6945039.5,,,,368247856.72,,47295026.26,199298407.46,,,,,120329137.76,,,1325285.24,467231135.77,1030934.6,619934.6,678429.84,664660.57,467583640.53,116951880.03,350631760.5,,,350631760.5,,573096371.46,,,35063176.05,,7075614.22,17531588.03,,,,,,36440020.59,,827617733.07,-11084842.57,-11084842.57,,,,,,-11084842.57,,-11084842.57,,,,,,,,339546917.93,,,0.2887,0.2887,定期报告,是,20160226,CNY,合并期末,2020-03-13T15:58:08
20140930,630724349.11,199757679.72,200090845.97,333166.25,313893564.8,313984190.26,90625.46,,108413367.43,,,,3483902.16,,5175835.0,,,,304715374.15,,35315178.18,149130707.04,,,,,119281800.85,,,987688.08,326008974.96,630556.12,,178376.49,,326461154.59,82271423.34,244189731.25,,,244189731.25,,,,,,,,,,,,,,,,,43974314.61,43974314.61,,,,,,43974314.61,,43974314.61,,,,,,,,288164045.86,,,0.201,0.201,定期报告,未审计,20151031,CNY,合并期末,2020-03-13T15:58:08
20140630,427250373.41,133566452.2,133792170.12,225717.92,226749678.99,226817727.89,68048.9,,70939418.61,,,,-7158434.89,,3153258.5,,,,133986150.27,,24466280.98,106701089.55,,,,,2160321.02,,,658458.72,293264223.14,386749.37,,93997.67,,293556974.84,74055848.63,219501126.21,,,219501126.21,,573096371.46,,,,,,,,,,,,36440020.59,,756157477.08,-8707148.73,-8707148.73,,,,,,-8707148.73,,-8707148.73,,,,,,,,210793977.48,,,0.1807,0.1807,定期报告,未审计,20150819,CNY,合并期末,2020-03-13T15:58:08
20140331,174859103.34,62475992.28,62553192.71,77200.43,100462393.09,100489822.8,27429.71,,16853827.7,,,,-6570928.73,,1637819.0,,,,75097209.5,,10099809.31,60556906.84,,,,,4111263.99,,,329229.36,99761893.84,73389.72,,5000.0,,99830283.56,25057726.08,74772557.48,,,74772557.48,,,,,,,,,,,,,,,,,25373120.14,25373120.14,,,,,,25373120.14,,25373120.14,,,,,,,,100145677.62,,,0.0616,0.0616,定期报告,未审计,20150429,CNY,合并期末,2020-03-13T15:58:08
